pool,backbone,skin,seed,cal,method,burden@5,ndcg@5,burden@10,ndcg@10,burden@20,ndcg@20,burden@50,ndcg@50
dense,NB,Normal,0,rank,hard_filter,7.6,0.9999999999999999,8.4,1.0,9.65,0.9652498273011313,9.72,0.9057116606123937
dense,NB,Normal,0,rank,proportional,4.8,0.9999999999999999,5.3,1.0,5.25,0.8570714097624962,7.34,0.8792365094416961
dense,NB,Normal,0,rank,MMR,10.0,0.9999999999999999,9.8,0.9363792118010483,9.45,0.853771787669721,9.22,0.8009760405959202
dense,NB,Normal,0,rank,FAIR_prefix,7.6,0.9999999999999999,8.4,1.0,9.65,0.9652498273011313,9.72,0.9057116606123937
dense,NB,Normal,0,rank,proposed,4.4,0.9999999999999999,4.3,0.8701249883466594,4.25,0.8404915195662517,4.3,0.8388194819548871
full,NB,Normal,0,minmax,relevance_only,2.4,0.8539316501572934,2.6,0.9052116356304493,2.9,0.938826684621968,3.2,0.9524905289396631
full,NB,Normal,0,minmax,hard_filter,2.4,0.8539316501572934,1.8,0.9052116356304493,1.05,0.938826684621968,1.34,0.951368336993416
full,NB,Normal,0,minmax,proportional,0.0,0.8304198973631918,0.0,0.8899541168509599,0.0,0.9289799801831712,0.26,0.9473510385548056
full,NB,Normal,0,minmax,MMR,1.4,0.9999999999999999,2.9,1.0,3.4,0.9999999999999999,3.28,0.912492473705752
full,NB,Normal,0,minmax,FAIR_prefix,2.4,0.8539316501572934,2.6,0.9052116356304493,2.9,0.938826684621968,3.2,0.9524066885881308
full,NB,Normal,0,minmax,proposed,0.0,0.8304198973631918,0.0,0.8899541168509599,0.0,0.9289799801831712,0.0,0.9468550760618474
full,NB,Normal,0,rank,relevance_only,2.4,0.8539316501572934,2.6,0.9052116356304493,2.9,0.938826684621968,3.2,0.9524905289396631
full,NB,Normal,0,rank,hard_filter,2.4,0.8539316501572934,1.8,0.9052116356304493,1.05,0.938826684621968,1.34,0.951368336993416
full,NB,Normal,0,rank,proportional,0.0,0.8304198973631918,0.0,0.8899541168509599,0.1,0.9289799801831712,0.6,0.9612334964944959
full,NB,Normal,0,rank,MMR,1.4,0.9999999999999999,2.5,0.9363792118010483,2.0,0.9234312107046965,2.76,0.9274720818179786
full,NB,Normal,0,rank,FAIR_prefix,2.4,0.8539316501572934,2.6,0.9052116356304493,2.9,0.938826684621968,3.2,0.9524066885881308
full,NB,Normal,0,rank,proposed,0.0,0.8304198973631918,0.0,0.8899541168509599,0.0,0.9289799801831712,0.0,0.9468550760618474
dense,NB,Normal,1,minmax,relevance_only,7.0,0.9999999999999999,8.1,1.0,9.1,0.9665625086152865,9.6,0.9042062765088121
dense,NB,Normal,1,minmax,hard_filter,7.0,0.9999999999999999,8.1,1.0,9.1,0.9665625086152865,9.6,0.9042062765088121
dense,NB,Normal,1,minmax,proportional,3.8,0.9999999999999999,5.1,0.933745776545611,4.95,0.886822427240447,5.64,0.860084882783105
dense,NB,Normal,1,minmax,MMR,12.4,0.9999999999999999,9.7,0.9305687780632227,10.05,0.852433805005487,9.36,0.8136451666616459
dense,NB,Normal,1,minmax,FAIR_prefix,7.0,0.9999999999999999,8.1,1.0,9.1,0.9665625086152865,9.6,0.9042062765088121
dense,NB,Normal,1,minmax,proposed,4.2,0.9999999999999999,4.4,0.8603818544462509,4.1,0.8397232866730608,4.3,0.7804022859060213
dense,NB,Normal,1,rank,relevance_only,7.0,0.9999999999999999,8.1,1.0,9.1,0.9665625086152865,9.6,0.9042062765088121
dense,NB,Normal,1,rank,hard_filter,7.0,0.9999999999999999,8.1,1.0,9.1,0.9665625086152865,9.6,0.9042062765088121
dense,NB,Normal,1,rank,proportional,3.8,0.9999999999999999,5.1,0.933745776545611,5.45,0.8870699665509467,7.04,0.8784811576323106
dense,NB,Normal,1,rank,MMR,7.0,0.9999999999999999,9.9,0.9363792118010483,9.8,0.920556582447728,8.74,0.8621895833727639
dense,NB,Normal,1,rank,FAIR_prefix,7.0,0.9999999999999999,8.1,1.0,9.1,0.9665625086152865,9.6,0.9042062765088121
dense,NB,Normal,1,rank,proposed,4.2,0.9999999999999999,4.4,0.8603818544462509,4.3,0.8725882572406379,4.3,0.7813664660628988
full,NB,Normal,1,minmax,relevance_only,3.2,0.9999999999999999,3.1,1.0,2.1,0.9616153618346169,3.22,0.9790476232781447
full,NB,Normal,1,minmax,hard_filter,1.8,0.9999999999999999,1.3,0.933745776545611,1.35,0.9572416874849684,1.46,0.9766602392356607
full,NB,Normal,1,minmax,proportional,0.0,0.9999999999999999,0.0,0.9216017310213245,0.05,0.9494043170253827,0.38,0.9723821856645821
full,NB,Normal,1,minmax,MMR,1.4,0.9999999999999999,1.8,0.9305687780632227,3.3,0.9551913563983281,3.1,0.9285588644334911
full,NB,Normal,1,minmax,FAIR_prefix,3.2,0.9999999999999999,2.8,1.0,2.1,0.9603789329441843,3.0,0.9783727146391596
full,NB,Normal,1,minmax,proposed,0.0,0.9999999999999999,0.0,0.9216017310213245,0.0,0.9494043170253827,0.0,0.9723821856645821
full,NB,Normal,1,rank,relevance_only,3.2,0.9999999999999999,3.1,1.0,2.1,0.9616153618346169,3.22,0.9790476232781447
full,NB,Normal,1,rank,hard_filter,1.8,0.9999999999999999,1.3,0.933745776545611,1.35,0.9572416874849684,1.46,0.9766602392356607
full,NB,Normal,1,rank,proportional,0.0,0.9999999999999999,0.0,0.9216017310213245,0.15,0.9494043170253827,0.84,0.9723821856645821
full,NB,Normal,1,rank,MMR,4.0,0.9999999999999999,4.6,0.9216017310213245,3.15,0.9494043170253827,3.28,0.9410792946211068
full,NB,Normal,1,rank,FAIR_prefix,3.2,0.9999999999999999,2.8,1.0,2.1,0.9603789329441843,3.0,0.9783727146391596
full,NB,Normal,1,rank,proposed,0.0,0.9999999999999999,0.0,0.9216017310213245,0.0,0.9494043170253827,0.0,0.9723821856645821
dense,NB,Normal,2,minmax,relevance_only,8.8,0.9999999999999999,8.1,1.0,10.65,0.9281778704499035,10.5,0.9171646512742323
dense,NB,Normal,2,minmax,hard_filter,8.8,0.9999999999999999,8.1,1.0,10.65,0.9281778704499035,10.5,0.9171646512742323
dense,NB,Normal,2,minmax,proportional,4.2,0.8304198973631918,5.0,0.8899541168509599,4.95,0.8949170079271888,5.8,0.8668503362904909
dense,NB,Normal,2,minmax,MMR,10.6,0.9999999999999999,11.4,1.0,10.15,0.8524423135712191,8.96,0.8002577060814471
dense,NB,Normal,2,minmax,FAIR_prefix,8.8,0.9999999999999999,8.1,1.0,10.65,0.9281778704499035,10.5,0.9171646512742323
dense,NB,Normal,2,minmax,proposed,4.2,0.8539316501572934,4.2,0.9052116356304493,4.4,0.8691816431072036,4.26,0.8530067910227344
dense,NB,Normal,2,rank,relevance_only,8.8,0.9999999999999999,8.1,1.0,10.65,0.9281778704499035,10.5,0.9171646512742323
dense,NB,Normal,2,rank,hard_filter,8.8,0.9999999999999999,8.1,1.0,10.65,0.9281778704499035,10.5,0.9171646512742323
dense,NB,Normal,2,rank,proportional,5.0,0.8539316501572934,5.4,0.9052116356304493,6.25,0.938826684621968,7.26,0.8626959000364516
dense,NB,Normal,2,rank,MMR,7.0,0.9999999999999999,10.9,0.933745776545611,10.1,0.8477505886321781,9.16,0.8285906253218057
dense,NB,Normal,2,rank,FAIR_prefix,8.8,0.9999999999999999,8.1,1.0,10.65,0.9281778704499035,10.5,0.9171646512742323
dense,NB,Normal,2,rank,proposed,4.2,0.8539316501572934,4.2,0.9052116356304493,4.4,0.8692537024575712,4.28,0.8393712048758978
full,NB,Normal,2,minmax,relevance_only,0.8,0.7860137352654724,1.4,0.8611375561264455,2.35,0.9103827127966565,3.4,0.9226669216348039
full,NB,Normal,2,minmax,hard_filter,0.8,0.7860137352654724,0.6,0.8611375561264455,1.1,0.9103827127966565,1.34,0.9358421045828877
full,NB,Normal,2,minmax,proportional,0.0,0.7860137352654724,0.0,0.8611375561264455,0.0,0.9103827127966565,0.36,0.9218485373177846
full,NB,Normal,2,minmax,MMR,1.8,0.9999999999999999,3.8,0.9216017310213245,4.3,0.8804568157322551,4.14,0.8896460535668546
full,NB,Normal,2,minmax,FAIR_prefix,0.8,0.7860137352654724,1.4,0.8611375561264455,2.35,0.9103827127966565,3.22,0.9230715490098935
full,NB,Normal,2,minmax,proposed,0.0,0.7860137352654724,0.0,0.8611375561264455,0.0,0.9103827127966565,0.0,0.9216404417675997
full,NB,Normal,2,rank,relevance_only,0.8,0.7860137352654724,1.4,0.8611375561264455,2.35,0.9103827127966565,3.4,0.9226669216348039
full,NB,Normal,2,rank,hard_filter,0.8,0.7860137352654724,0.6,0.8611375561264455,1.1,0.9103827127966565,1.34,0.9358421045828877
full,NB,Normal,2,rank,proportional,0.0,0.7860137352654724,0.0,0.8611375561264455,0.1,0.9103827127966565,0.76,0.9352812761780134
full,NB,Normal,2,rank,MMR,2.6,0.8687949224876581,6.0,0.914856882358379,3.75,0.945051411928014,3.64,0.9086679645753211
full,NB,Normal,2,rank,FAIR_prefix,0.8,0.7860137352654724,1.4,0.8611375561264455,2.35,0.9103827127966565,3.22,0.9230715490098935
full,NB,Normal,2,rank,proposed,0.0,0.7860137352654724,0.0,0.8611375561264455,0.0,0.9103827127966565,0.0,0.9216404417675997
dense,NB,Normal,3,minmax,relevance_only,9.0,0.9999999999999999,9.4,1.0,10.4,0.9659370277440174,9.86,0.8613890147199047
dense,NB,Normal,3,minmax,hard_filter,9.0,0.9999999999999999,9.4,1.0,10.4,0.9659370277440174,9.86,0.8613890147199047
dense,NB,Normal,3,minmax,proportional,4.8,0.9999999999999999,4.8,0.9305687780632227,4.95,0.852433805005487,5.72,0.8430704619715644
dense,NB,Normal,3,minmax,MMR,10.6,0.8539316501572934,9.1,0.9052116356304493,7.85,0.7978435727009825,8.9,0.8125682669548497
dense,NB,Normal,3,minmax,FAIR_prefix,9.0,0.9999999999999999,9.4,1.0,10.4,0.9659370277440174,9.86,0.8613890147199047
dense,NB,Normal,3,minmax,proposed,4.2,0.8687949224876581,4.3,0.914856882358379,4.3,0.7994290153688952,4.26,0.8038744785638968
dense,NB,Normal,3,rank,relevance_only,9.0,0.9999999999999999,9.4,1.0,10.4,0.9659370277440174,9.86,0.8613890147199047
dense,NB,Normal,3,rank,hard_filter,9.0,0.9999999999999999,9.4,1.0,10.4,0.9659370277440174,9.86,0.8613890147199047
dense,NB,Normal,3,rank,proportional,4.8,0.9999999999999999,5.1,0.9266360779006398,6.15,0.9203150289737942,7.42,0.8484427816084442
dense,NB,Normal,3,rank,MMR,11.0,0.8304198973631918,8.9,0.8899541168509599,8.75,0.7917197954019611,8.94,0.8274134766479745
dense,NB,Normal,3,rank,FAIR_prefix,9.0,0.9999999999999999,9.4,1.0,10.4,0.9659370277440174,9.86,0.8613890147199047
dense,NB,Normal,3,rank,proposed,4.2,0.8687949224876581,4.3,0.914856882358379,4.45,0.8326135845973395,4.3,0.8046100025706024
full,NB,Normal,3,minmax,relevance_only,2.2,0.7860137352654724,2.7,0.8611375561264455,3.15,0.9103827127966565,3.44,0.9215387406652509
full,NB,Normal,3,minmax,hard_filter,0.8,0.7860137352654724,1.2,0.8611375561264455,1.5,0.9103827127966565,1.54,0.9189318229832425
full,NB,Normal,3,minmax,proportional,0.0,0.7860137352654724,0.0,0.8611375561264455,0.1,0.9103827127966565,0.4,0.9374137139744366
full,NB,Normal,3,minmax,MMR,0.4,0.9999999999999999,1.0,0.9216017310213245,3.7,0.9159668256406694,3.98,0.8312689669264145
full,NB,Normal,3,minmax,FAIR_prefix,2.2,0.7860137352654724,2.7,0.8611375561264455,3.15,0.9103827127966565,3.44,0.921230489532467
full,NB,Normal,3,minmax,proposed,0.0,0.7860137352654724,0.0,0.8611375561264455,0.0,0.9103827127966565,0.0,0.9078233010190176
full,NB,Normal,3,rank,relevance_only,2.2,0.7860137352654724,2.7,0.8611375561264455,3.15,0.9103827127966565,3.44,0.9215387406652509
full,NB,Normal,3,rank,hard_filter,0.8,0.7860137352654724,1.2,0.8611375561264455,1.5,0.9103827127966565,1.54,0.9189318229832425
full,NB,Normal,3,rank,proportional,0.0,0.7860137352654724,0.0,0.8611375561264455,0.15,0.9103827127966565,0.76,0.9510821189928904
full,NB,Normal,3,rank,MMR,0.6,0.8687949224876581,1.3,0.914856882358379,2.35,0.9103012392291454,3.82,0.8581625379143127
full,NB,Normal,3,rank,FAIR_prefix,2.2,0.7860137352654724,2.7,0.8611375561264455,3.15,0.9103827127966565,3.44,0.921230489532467
full,NB,Normal,3,rank,proposed,0.0,0.7860137352654724,0.0,0.8611375561264455,0.0,0.9103827127966565,0.0,0.9078233010190176
dense,NB,Normal,4,minmax,relevance_only,7.2,0.9999999999999999,8.6,1.0,9.45,0.9671350294324228,9.48,0.8777309077196689
dense,NB,Normal,4,minmax,hard_filter,7.2,0.9999999999999999,8.6,1.0,9.45,0.9671350294324228,9.48,0.8777309077196689
dense,NB,Normal,4,minmax,proportional,4.6,0.9999999999999999,5.0,0.9305687780632227,5.05,0.8849311737910452,5.96,0.8735642787442497
dense,NB,Normal,4,minmax,MMR,8.6,0.9999999999999999,8.9,1.0,9.8,0.8933835294041782,9.08,0.8342469878196191
dense,NB,Normal,4,minmax,FAIR_prefix,7.2,0.9999999999999999,8.6,1.0,9.45,0.9671350294324228,9.48,0.8777309077196689
dense,NB,Normal,4,minmax,proposed,4.2,0.9999999999999999,3.9,0.9305687780632227,4.35,0.8442005667200854,4.3,0.8127133388101313
dense,NB,Normal,4,rank,relevance_only,7.2,0.9999999999999999,8.6,1.0,9.45,0.9671350294324228,9.48,0.8777309077196689
dense,NB,Normal,4,rank,hard_filter,7.2,0.9999999999999999,8.6,1.0,9.45,0.9671350294324228,9.48,0.8777309077196689
dense,NB,Normal,4,rank,proportional,4.2,0.9999999999999999,5.3,0.9363792118010483,5.05,0.889368238448714,7.32,0.8508342226366381
dense,NB,Normal,4,rank,MMR,10.8,0.9999999999999999,10.2,0.9363792118010483,9.65,0.8529398911098076,8.66,0.8029563586937513
dense,NB,Normal,4,rank,FAIR_prefix,7.2,0.9999999999999999,8.6,1.0,9.45,0.9671350294324228,9.48,0.8777309077196689
dense,NB,Normal,4,rank,proposed,4.2,0.9999999999999999,4.2,0.866947989864271,4.35,0.8420756539461258,4.32,0.8117016960393395
full,NB,Normal,4,minmax,relevance_only,2.8,0.9999999999999999,2.8,0.933745776545611,2.5,0.9572416874849684,3.2,0.9766602392356607
full,NB,Normal,4,minmax,hard_filter,1.6,0.9999999999999999,2.0,0.9266360779006398,1.15,0.952653320122114,1.26,0.9458179865103034
full,NB,Normal,4,minmax,proportional,0.0,0.8687949224876581,0.0,0.914856882358379,0.15,0.945051411928014,0.32,0.9553368657835494
full,NB,Normal,4,minmax,MMR,1.4,0.9999999999999999,3.5,0.9266360779006398,4.6,0.8823931375148312,3.7,0.8924701991273174
full,NB,Normal,4,minmax,FAIR_prefix,2.8,0.9999999999999999,2.8,0.933745776545611,2.5,0.9572416874849684,3.02,0.9629918342172069
full,NB,Normal,4,minmax,proposed,0.0,0.8687949224876581,0.0,0.914856882358379,0.0,0.945051411928014,0.0,0.9547661241744533
full,NB,Normal,4,rank,relevance_only,2.8,0.9999999999999999,2.8,0.933745776545611,2.5,0.9572416874849684,3.2,0.9766602392356607
full,NB,Normal,4,rank,hard_filter,1.6,0.9999999999999999,2.0,0.9266360779006398,1.15,0.952653320122114,1.26,0.9458179865103034
full,NB,Normal,4,rank,proportional,0.0,0.8687949224876581,0.0,0.914856882358379,0.15,0.945051411928014,0.64,0.955804475769168
full,NB,Normal,4,rank,MMR,3.4,0.9999999999999999,3.5,1.0,5.2,0.9310524987068721,4.04,0.8868963371938031
full,NB,Normal,4,rank,FAIR_prefix,2.8,0.9999999999999999,2.8,0.933745776545611,2.5,0.9572416874849684,3.02,0.9629918342172069
full,NB,Normal,4,rank,proposed,0.0,0.8687949224876581,0.0,0.914856882358379,0.0,0.945051411928014,0.0,0.9547661241744533
dense,NB,Normal,5,minmax,relevance_only,7.6,0.9999999999999999,7.7,1.0,9.15,0.9665625086152865,9.48,0.90658017826772
dense,NB,Normal,5,minmax,hard_filter,7.6,0.9999999999999999,7.7,1.0,9.15,0.9665625086152865,9.48,0.90658017826772
dense,NB,Normal,5,minmax,proportional,4.2,0.9999999999999999,5.1,1.0,4.85,0.8587218183785708,5.74,0.8927386989093035
dense,NB,Normal,5,minmax,MMR,8.6,0.9999999999999999,9.0,0.9216017310213245,9.3,0.84519972798011,9.08,0.7905924033623167
dense,NB,Normal,5,minmax,FAIR_prefix,7.6,0.9999999999999999,7.7,1.0,9.15,0.9665625086152865,9.48,0.90658017826772
dense,NB,Normal,5,minmax,proposed,4.2,0.9999999999999999,4.4,0.8643145546088338,4.25,0.8385383958094994,4.32,0.8244889504007632
dense,NB,Normal,5,rank,relevance_only,7.6,0.9999999999999999,7.7,1.0,9.15,0.9665625086152865,9.48,0.90658017826772
dense,NB,Normal,5,rank,hard_filter,7.6,0.9999999999999999,7.7,1.0,9.15,0.9665625086152865,9.48,0.90658017826772
dense,NB,Normal,5,rank,proportional,4.8,0.9999999999999999,5.3,1.0,5.8,0.8902456392121898,7.62,0.8528635352078201
dense,NB,Normal,5,rank,MMR,8.6,0.9999999999999999,7.9,1.0,8.4,0.8980887266872832,8.96,0.8338702251656297
dense,NB,Normal,5,rank,FAIR_prefix,7.6,0.9999999999999999,7.7,1.0,9.15,0.9665625086152865,9.48,0.90658017826772
dense,NB,Normal,5,rank,proposed,4.2,0.9999999999999999,4.4,0.8643145546088338,4.5,0.8385383958094994,4.38,0.824084318841962
full,NB,Normal,5,minmax,relevance_only,3.2,0.9999999999999999,2.0,0.9216017310213245,4.25,0.9494043170253827,2.88,0.9723821856645821
full,NB,Normal,5,minmax,hard_filter,1.6,0.8687949224876581,1.8,0.914856882358379,1.55,0.945051411928014,1.42,0.9420794089529916
full,NB,Normal,5,minmax,proportional,0.0,0.8539316501572934,0.0,0.9052116356304493,0.05,0.938826684621968,0.32,0.9512382187023543
full,NB,Normal,5,minmax,MMR,1.4,0.9999999999999999,0.9,0.9266360779006398,2.05,0.8855648562749256,2.48,0.8926266432591968
full,NB,Normal,5,minmax,FAIR_prefix,3.2,0.9999999999999999,2.0,0.9216017310213245,3.05,0.9494043170253827,2.88,0.9723821856645821
full,NB,Normal,5,minmax,proposed,0.0,0.8539316501572934,0.0,0.9052116356304493,0.0,0.938826684621968,0.0,0.9366900573871955
full,NB,Normal,5,rank,relevance_only,3.2,0.9999999999999999,2.0,0.9216017310213245,4.25,0.9494043170253827,2.88,0.9723821856645821
full,NB,Normal,5,rank,hard_filter,1.6,0.8687949224876581,1.8,0.914856882358379,1.55,0.945051411928014,1.42,0.9420794089529916
full,NB,Normal,5,rank,proportional,0.0,0.8539316501572934,0.0,0.9052116356304493,0.15,0.938826684621968,0.76,0.951939078602512
full,NB,Normal,5,rank,MMR,1.4,0.9999999999999999,1.7,0.9216017310213245,2.35,0.8791441344180998,2.9,0.9057934432035243
full,NB,Normal,5,rank,FAIR_prefix,3.2,0.9999999999999999,2.0,0.9216017310213245,3.05,0.9494043170253827,2.88,0.9723821856645821
full,NB,Normal,5,rank,proposed,0.0,0.8539316501572934,0.0,0.9052116356304493,0.0,0.938826684621968,0.0,0.9366900573871955
dense,NB,Normal,6,minmax,relevance_only,7.6,0.9999999999999999,8.1,1.0,8.75,0.9297398173927169,9.84,0.8398625674490964
dense,NB,Normal,6,minmax,hard_filter,7.6,0.9999999999999999,8.1,1.0,8.75,0.9297398173927169,9.84,0.8398625674490964
dense,NB,Normal,6,minmax,proportional,4.8,0.9999999999999999,4.7,0.8553475075669357,4.95,0.8376985032172235,6.04,0.8497819187120264
dense,NB,Normal,6,minmax,MMR,8.6,0.9999999999999999,8.8,0.933745776545611,9.9,0.8145338944563201,8.86,0.8257340877570362
dense,NB,Normal,6,minmax,FAIR_prefix,7.6,0.9999999999999999,8.1,1.0,8.75,0.9297398173927169,9.84,0.8398625674490964
dense,NB,Normal,6,minmax,proposed,4.2,0.8687949224876581,4.1,0.8414929602590189,4.4,0.8207769146278681,4.36,0.8438478434189628
dense,NB,Normal,6,rank,relevance_only,7.6,0.9999999999999999,8.1,1.0,8.75,0.9297398173927169,9.84,0.8398625674490964
dense,NB,Normal,6,rank,hard_filter,7.6,0.9999999999999999,8.1,1.0,8.75,0.9297398173927169,9.84,0.8398625674490964
dense,NB,Normal,6,rank,proportional,4.2,0.8687949224876581,5.1,0.8512360941594274,5.65,0.8369041686939367,7.42,0.8211324554822705
dense,NB,Normal,6,rank,MMR,5.6,0.9999999999999999,9.0,0.8572048559638626,9.4,0.7945605711096433,8.82,0.8443262382443826
dense,NB,Normal,6,rank,FAIR_prefix,7.6,0.9999999999999999,8.1,1.0,8.75,0.9297398173927169,9.84,0.8398625674490964
dense,NB,Normal,6,rank,proposed,4.2,0.8687949224876581,4.1,0.8414929602590189,4.5,0.8217273770057739,4.38,0.8304167424977862
full,NB,Normal,6,minmax,relevance_only,1.6,0.8687949224876581,2.9,0.914856882358379,2.55,0.945051411928014,2.66,0.9416693480399331
full,NB,Normal,6,minmax,hard_filter,1.6,0.8687949224876581,1.8,0.914856882358379,1.55,0.945051411928014,1.2,0.9255512062840109
full,NB,Normal,6,minmax,proportional,0.0,0.8539316501572934,0.0,0.9052116356304493,0.0,0.938826684621968,0.34,0.9359791546981634
full,NB,Normal,6,minmax,MMR,1.6,0.7860137352654724,3.1,0.7254521107352793,2.75,0.7855090063135085,2.8,0.8529169038533546
full,NB,Normal,6,minmax,FAIR_prefix,1.6,0.8687949224876581,2.9,0.914856882358379,2.55,0.945051411928014,2.66,0.9416693480399331
full,NB,Normal,6,minmax,proposed,0.0,0.8539316501572934,0.0,0.9052116356304493,0.0,0.938826684621968,0.0,0.9356417874324908
full,NB,Normal,6,rank,relevance_only,1.6,0.8687949224876581,2.9,0.914856882358379,2.55,0.945051411928014,2.66,0.9416693480399331
full,NB,Normal,6,rank,hard_filter,1.6,0.8687949224876581,1.8,0.914856882358379,1.55,0.945051411928014,1.2,0.9255512062840109
full,NB,Normal,6,rank,proportional,0.0,0.8539316501572934,0.0,0.9052116356304493,0.0,0.938826684621968,0.64,0.9366094554079755
full,NB,Normal,6,rank,MMR,2.2,0.7860137352654724,1.4,0.7917063341896682,3.55,0.790833143041063,3.16,0.8709424696512843
full,NB,Normal,6,rank,FAIR_prefix,1.6,0.8687949224876581,2.9,0.914856882358379,2.55,0.945051411928014,2.66,0.9416693480399331
full,NB,Normal,6,rank,proposed,0.0,0.8539316501572934,0.0,0.9052116356304493,0.0,0.938826684621968,0.0,0.9356417874324908
dense,NB,Normal,7,minmax,relevance_only,8.8,0.9999999999999999,7.8,1.0,9.2,0.9652498273011313,9.84,0.8791550964061595
dense,NB,Normal,7,minmax,hard_filter,8.8,0.9999999999999999,7.8,1.0,9.2,0.9652498273011313,9.84,0.8791550964061595
dense,NB,Normal,7,minmax,proportional,4.2,0.9999999999999999,4.9,1.0,5.3,0.8576213815513433,5.92,0.8608025126814864
dense,NB,Normal,7,minmax,MMR,9.4,0.6843515475204854,10.9,0.7951657524814092,10.6,0.767853230390374,8.76,0.7873343532231447
dense,NB,Normal,7,minmax,FAIR_prefix,8.8,0.9999999999999999,7.8,1.0,9.2,0.9652498273011313,9.84,0.8791550964061595
dense,NB,Normal,7,minmax,proposed,4.0,0.9999999999999999,4.0,0.8701249883466594,4.3,0.8410518311338495,4.32,0.8378108890360334
dense,NB,Normal,7,rank,relevance_only,8.8,0.9999999999999999,7.8,1.0,9.2,0.9652498273011313,9.84,0.8791550964061595
dense,NB,Normal,7,rank,hard_filter,8.8,0.9999999999999999,7.8,1.0,9.2,0.9652498273011313,9.84,0.8791550964061595
dense,NB,Normal,7,rank,proportional,4.4,0.9999999999999999,5.6,1.0,5.95,0.8956768451367345,7.38,0.8665958980619168
dense,NB,Normal,7,rank,MMR,7.0,0.8304198973631918,7.8,0.8236998933965709,8.75,0.8466006006123241,8.62,0.8256230087546466
dense,NB,Normal,7,rank,FAIR_prefix,8.8,0.9999999999999999,7.8,1.0,9.2,0.9652498273011313,9.84,0.8791550964061595
dense,NB,Normal,7,rank,proposed,4.0,0.9999999999999999,4.2,0.8701249883466594,4.3,0.8424988687862812,4.36,0.8389212543495277
full,NB,Normal,7,minmax,relevance_only,2.2,0.9999999999999999,2.7,0.933745776545611,2.35,0.9572416874849684,3.08,0.9766602392356607
full,NB,Normal,7,minmax,hard_filter,0.8,0.9999999999999999,1.2,0.9305687780632227,1.3,0.9551913563983281,1.4,0.9617321523287363
full,NB,Normal,7,minmax,proportional,0.0,0.9999999999999999,0.0,0.9216017310213245,0.0,0.9494043170253827,0.42,0.9723821856645821
full,NB,Normal,7,minmax,MMR,3.6,0.9999999999999999,4.3,0.9216017310213245,4.15,0.9120975666589382,4.0,0.9080464092759689
full,NB,Normal,7,minmax,FAIR_prefix,2.2,0.9999999999999999,2.7,0.933745776545611,2.35,0.9572416874849684,3.08,0.9766602392356607
full,NB,Normal,7,minmax,proposed,0.0,0.9999999999999999,0.0,0.9216017310213245,0.0,0.9494043170253827,0.0,0.9723821856645821
full,NB,Normal,7,rank,relevance_only,2.2,0.9999999999999999,2.7,0.933745776545611,2.35,0.9572416874849684,3.08,0.9766602392356607
full,NB,Normal,7,rank,hard_filter,0.8,0.9999999999999999,1.2,0.9305687780632227,1.3,0.9551913563983281,1.4,0.9617321523287363
full,NB,Normal,7,rank,proportional,0.0,0.9999999999999999,0.0,0.9216017310213245,0.0,0.9494043170253827,0.92,0.9723821856645821
full,NB,Normal,7,rank,MMR,1.4,0.9999999999999999,2.3,1.0,3.65,0.9665625086152865,3.34,0.937672100363686
full,NB,Normal,7,rank,FAIR_prefix,2.2,0.9999999999999999,2.7,0.933745776545611,2.35,0.9572416874849684,3.08,0.9766602392356607
full,NB,Normal,7,rank,proposed,0.0,0.9999999999999999,0.0,0.9216017310213245,0.0,0.9494043170253827,0.0,0.9723821856645821
dense,NB,Normal,8,minmax,relevance_only,7.0,0.9999999999999999,8.5,1.0,9.15,0.9321516989432658,9.84,0.8882697885616496
dense,NB,Normal,8,minmax,hard_filter,7.0,0.9999999999999999,8.5,1.0,9.15,0.9321516989432658,9.84,0.8882697885616496
dense,NB,Normal,8,minmax,proportional,4.4,0.8687949224876581,4.8,0.8364586133797036,4.9,0.8621174378050771,6.0,0.8514707639141254
dense,NB,Normal,8,minmax,MMR,7.8,0.8539316501572934,7.8,0.9052116356304493,7.8,0.7189702769622041,8.26,0.7721972048478433
dense,NB,Normal,8,minmax,FAIR_prefix,7.0,0.9999999999999999,8.5,1.0,9.15,0.9321516989432658,9.84,0.8882697885616496
dense,NB,Normal,8,minmax,proposed,4.4,0.8539316501572934,4.2,0.8268133666517739,4.2,0.8206158583809054,4.32,0.8243088104334705
dense,NB,Normal,8,rank,relevance_only,7.0,0.9999999999999999,8.5,1.0,9.15,0.9321516989432658,9.84,0.8882697885616496
dense,NB,Normal,8,rank,hard_filter,7.0,0.9999999999999999,8.5,1.0,9.15,0.9321516989432658,9.84,0.8882697885616496
dense,NB,Normal,8,rank,proportional,4.6,0.8687949224876581,5.5,0.8364586133797036,5.85,0.8944557289533969,7.18,0.8694136043067142
dense,NB,Normal,8,rank,MMR,7.0,0.8539316501572934,9.1,0.8415908474314976,8.2,0.7495904790798588,9.16,0.818060594159073
dense,NB,Normal,8,rank,FAIR_prefix,7.0,0.9999999999999999,8.5,1.0,9.15,0.9321516989432658,9.84,0.8882697885616496
dense,NB,Normal,8,rank,proposed,4.4,0.8539316501572934,4.4,0.8268133666517739,4.2,0.8203827005906169,4.38,0.8246841900412343
