mode,level,seed,skin,system,lam,burden,ndcg
mask,0.25,3,Sensitive,hybrid,0.2,4.4,0.685119869332369
mask,0.25,3,Sensitive,hybrid,0.4,4.3,0.685119869332369
mask,0.25,3,Sensitive,hybrid,0.6,4.1,0.6947651160602988
mask,0.25,3,Sensitive,hybrid,0.9,4.1,0.7015099647232445
mask,0.25,3,Sensitive,hybrid,1.3,4.1,0.7015099647232445
mask,0.25,3,Sensitive,hybrid,2.0,4.2,0.7015099647232445
mask,0.25,4,Combination,oracle,0.0,11.2,0.685119869332369
mask,0.25,4,Combination,oracle,0.2,3.0,0.6871952210980248
mask,0.25,4,Combination,oracle,0.4,3.0,0.6871952210980248
mask,0.25,4,Combination,oracle,0.6,3.0,0.6871952210980248
mask,0.25,4,Combination,oracle,0.9,3.0,0.6871952210980248
mask,0.25,4,Combination,oracle,1.3,3.0,0.6871952210980248
mask,0.25,4,Combination,oracle,2.0,3.0,0.6871952210980248
mask,0.25,4,Combination,rule,0.0,11.2,0.685119869332369
mask,0.25,4,Combination,rule,0.2,4.0,0.9363792118010483
mask,0.25,4,Combination,rule,0.4,4.0,0.933745776545611
mask,0.25,4,Combination,rule,0.6,4.0,0.933745776545611
mask,0.25,4,Combination,rule,0.9,3.8,0.933745776545611
mask,0.25,4,Combination,rule,1.3,3.8,0.9363792118010483
mask,0.25,4,Combination,rule,2.0,3.8,0.9363792118010483
mask,0.25,4,Combination,learned,0.0,11.2,0.685119869332369
mask,0.25,4,Combination,learned,0.2,3.7,0.866947989864271
mask,0.25,4,Combination,learned,0.4,4.0,0.8630152897016883
mask,0.25,4,Combination,learned,0.6,4.0,0.9216017310213245
mask,0.25,4,Combination,learned,0.9,3.8,0.914856882358379
mask,0.25,4,Combination,learned,1.3,4.7,0.914856882358379
mask,0.25,4,Combination,learned,2.0,4.7,0.914856882358379
mask,0.25,4,Combination,hybrid,0.0,11.2,0.685119869332369
mask,0.25,4,Combination,hybrid,0.2,3.7,0.8603818544462509
mask,0.25,4,Combination,hybrid,0.4,3.9,0.866947989864271
mask,0.25,4,Combination,hybrid,0.6,3.9,0.866947989864271
mask,0.25,4,Combination,hybrid,0.9,5.1,0.933745776545611
mask,0.25,4,Combination,hybrid,1.3,5.1,0.9305687780632227
mask,0.25,4,Combination,hybrid,2.0,5.1,0.9305687780632227
mask,0.25,4,Dry,oracle,0.0,7.5,0.8482378089219645
mask,0.25,4,Dry,oracle,0.2,3.3,0.8643145546088338
mask,0.25,4,Dry,oracle,0.4,3.0,0.9305687780632227
mask,0.25,4,Dry,oracle,0.6,3.0,0.9305687780632227
mask,0.25,4,Dry,oracle,0.9,3.0,0.9305687780632227
mask,0.25,4,Dry,oracle,1.3,3.0,0.9305687780632227
mask,0.25,4,Dry,oracle,2.0,3.0,0.9305687780632227
mask,0.25,4,Dry,rule,0.0,7.5,0.8482378089219645
mask,0.25,4,Dry,rule,0.2,4.0,0.7975167679274938
mask,0.25,4,Dry,rule,0.4,4.0,0.8415908474314976
mask,0.25,4,Dry,rule,0.6,3.8,0.9052116356304493
mask,0.25,4,Dry,rule,0.9,4.4,0.9052116356304493
mask,0.25,4,Dry,rule,1.3,4.4,0.914856882358379
mask,0.25,4,Dry,rule,2.0,4.4,0.9216017310213245
mask,0.25,4,Dry,learned,0.0,7.5,0.8482378089219645
mask,0.25,4,Dry,learned,0.2,3.8,0.8899541168509599
mask,0.25,4,Dry,learned,0.4,4.8,0.8899541168509599
mask,0.25,4,Dry,learned,0.6,4.6,0.8899541168509599
mask,0.25,4,Dry,learned,0.9,4.6,0.8899541168509599
mask,0.25,4,Dry,learned,1.3,4.8,0.8899541168509599
mask,0.25,4,Dry,learned,2.0,4.8,0.8899541168509599
mask,0.25,4,Dry,hybrid,0.0,7.5,0.8482378089219645
mask,0.25,4,Dry,hybrid,0.2,3.8,0.9052116356304493
mask,0.25,4,Dry,hybrid,0.4,4.8,0.9052116356304493
mask,0.25,4,Dry,hybrid,0.6,4.8,0.9052116356304493
mask,0.25,4,Dry,hybrid,0.9,4.8,0.9216017310213245
mask,0.25,4,Dry,hybrid,1.3,5.0,0.9216017310213245
mask,0.25,4,Dry,hybrid,2.0,5.0,0.9216017310213245
mask,0.25,4,Normal,oracle,0.0,7.6,0.7917063341896682
mask,0.25,4,Normal,oracle,0.2,3.0,1.0
mask,0.25,4,Normal,oracle,0.4,3.0,1.0
mask,0.25,4,Normal,oracle,0.6,3.0,1.0
mask,0.25,4,Normal,oracle,0.9,3.0,1.0
mask,0.25,4,Normal,oracle,1.3,3.0,1.0
mask,0.25,4,Normal,oracle,2.0,3.0,1.0
mask,0.25,4,Normal,rule,0.0,7.6,0.7917063341896682
mask,0.25,4,Normal,rule,0.2,4.1,0.9305687780632227
mask,0.25,4,Normal,rule,0.4,4.5,0.9363792118010483
mask,0.25,4,Normal,rule,0.6,4.4,0.9363792118010483
mask,0.25,4,Normal,rule,0.9,4.4,0.9363792118010483
mask,0.25,4,Normal,rule,1.3,4.4,0.9363792118010483
mask,0.25,4,Normal,rule,2.0,4.4,0.9363792118010483
mask,0.25,4,Normal,learned,0.0,7.6,0.7917063341896682
mask,0.25,4,Normal,learned,0.2,3.5,0.914856882358379
mask,0.25,4,Normal,learned,0.4,4.5,0.914856882358379
mask,0.25,4,Normal,learned,0.6,4.5,0.914856882358379
mask,0.25,4,Normal,learned,0.9,4.5,0.914856882358379
mask,0.25,4,Normal,learned,1.3,4.5,0.914856882358379
mask,0.25,4,Normal,learned,2.0,4.8,0.914856882358379
mask,0.25,4,Normal,hybrid,0.0,7.6,0.7917063341896682
mask,0.25,4,Normal,hybrid,0.2,4.3,0.9052116356304493
mask,0.25,4,Normal,hybrid,0.4,4.4,0.914856882358379
mask,0.25,4,Normal,hybrid,0.6,4.4,0.9216017310213245
mask,0.25,4,Normal,hybrid,0.9,4.8,0.9216017310213245
mask,0.25,4,Normal,hybrid,1.3,5.0,0.9216017310213245
mask,0.25,4,Normal,hybrid,2.0,4.9,0.9216017310213245
mask,0.25,4,Oily,oracle,0.0,12.7,0.5309999066793252
mask,0.25,4,Oily,oracle,0.2,3.2,0.727329844310522
mask,0.25,4,Oily,oracle,0.4,3.1,0.793584067764911
mask,0.25,4,Oily,oracle,0.6,3.0,0.8572048559638626
mask,0.25,4,Oily,oracle,0.9,3.0,0.8572048559638626
mask,0.25,4,Oily,oracle,1.3,3.0,0.8572048559638626
mask,0.25,4,Oily,oracle,2.0,3.0,0.8572048559638626
mask,0.25,4,Oily,rule,0.0,12.7,0.5309999066793252
mask,0.25,4,Oily,rule,0.2,4.3,0.8572048559638626
mask,0.25,4,Oily,rule,0.4,4.3,0.8512360941594274
mask,0.25,4,Oily,rule,0.6,4.3,0.8512360941594274
mask,0.25,4,Oily,rule,0.9,4.3,0.8512360941594274
mask,0.25,4,Oily,rule,1.3,4.3,0.8512360941594274
mask,0.25,4,Oily,rule,2.0,4.3,0.8512360941594274
mask,0.25,4,Oily,learned,0.0,12.7,0.5309999066793252
mask,0.25,4,Oily,learned,0.2,4.1,0.9052116356304493
mask,0.25,4,Oily,learned,0.4,4.2,0.9052116356304493
mask,0.25,4,Oily,learned,0.6,4.2,0.9052116356304493
mask,0.25,4,Oily,learned,0.9,4.2,0.9052116356304493
mask,0.25,4,Oily,learned,1.3,4.2,0.9052116356304493
mask,0.25,4,Oily,learned,2.0,5.0,0.9052116356304493
mask,0.25,4,Oily,hybrid,0.0,12.7,0.5309999066793252
mask,0.25,4,Oily,hybrid,0.2,4.4,0.8899541168509599
mask,0.25,4,Oily,hybrid,0.4,4.4,0.8899541168509599
mask,0.25,4,Oily,hybrid,0.6,4.4,0.8899541168509599
mask,0.25,4,Oily,hybrid,0.9,4.4,0.9052116356304493
mask,0.25,4,Oily,hybrid,1.3,5.1,0.9052116356304493
mask,0.25,4,Oily,hybrid,2.0,5.1,0.9052116356304493
mask,0.25,4,Sensitive,oracle,0.0,10.2,0.6722390270733756
mask,0.25,4,Sensitive,oracle,0.2,3.4,0.914856882358379
mask,0.25,4,Sensitive,oracle,0.4,3.2,0.914856882358379
mask,0.25,4,Sensitive,oracle,0.6,3.0,0.914856882358379
mask,0.25,4,Sensitive,oracle,0.9,3.0,0.914856882358379
mask,0.25,4,Sensitive,oracle,1.3,3.0,0.914856882358379
mask,0.25,4,Sensitive,oracle,2.0,3.0,0.914856882358379
mask,0.25,4,Sensitive,rule,0.0,10.2,0.6722390270733756
mask,0.25,4,Sensitive,rule,0.2,4.4,0.8364586133797036
mask,0.25,4,Sensitive,rule,0.4,4.2,0.8364586133797036
mask,0.25,4,Sensitive,rule,0.6,5.3,0.8572048559638626
mask,0.25,4,Sensitive,rule,0.9,5.3,0.8643145546088338
mask,0.25,4,Sensitive,rule,1.3,5.1,0.9363792118010483
mask,0.25,4,Sensitive,rule,2.0,5.0,1.0
mask,0.25,4,Sensitive,learned,0.0,10.2,0.6722390270733756
mask,0.25,4,Sensitive,learned,0.2,4.3,0.7264127302306636
mask,0.25,4,Sensitive,learned,0.4,4.8,0.7421246259355072
mask,0.25,4,Sensitive,learned,0.6,4.8,0.7503359712972109
mask,0.25,4,Sensitive,learned,0.9,4.9,0.7215194105726964
mask,0.25,4,Sensitive,learned,1.3,4.9,0.7503359712972109
mask,0.25,4,Sensitive,learned,2.0,4.9,0.7529694065526481
mask,0.25,4,Sensitive,hybrid,0.0,10.2,0.6722390270733756
mask,0.25,4,Sensitive,hybrid,0.2,4.3,0.7264127302306636
mask,0.25,4,Sensitive,hybrid,0.4,4.9,0.7353797772725615
mask,0.25,4,Sensitive,hybrid,0.6,4.9,0.7421246259355072
mask,0.25,4,Sensitive,hybrid,0.9,4.9,0.7573821447149965
mask,0.25,4,Sensitive,hybrid,1.3,5.0,0.7670273914429263
mask,0.25,4,Sensitive,hybrid,2.0,5.0,0.7702043899253147
mask,0.5,0,Combination,oracle,0.0,8.1,1.0
mask,0.5,0,Combination,oracle,0.2,3.0,0.9363792118010483
mask,0.5,0,Combination,oracle,0.4,3.0,0.9363792118010483
mask,0.5,0,Combination,oracle,0.6,3.0,0.9363792118010483
mask,0.5,0,Combination,oracle,0.9,3.0,0.9363792118010483
mask,0.5,0,Combination,oracle,1.3,3.0,0.9363792118010483
mask,0.5,0,Combination,oracle,2.0,3.0,0.9363792118010483
mask,0.5,0,Combination,rule,0.0,8.1,1.0
mask,0.5,0,Combination,rule,0.2,5.4,0.8701249883466594
mask,0.5,0,Combination,rule,0.4,5.3,0.9266360779006398
mask,0.5,0,Combination,rule,0.6,5.1,0.7967610662472993
mask,0.5,0,Combination,rule,0.9,5.1,0.7967610662472993
mask,0.5,0,Combination,rule,1.3,5.1,0.7967610662472993
mask,0.5,0,Combination,rule,2.0,5.1,0.7967610662472993
mask,0.5,0,Combination,learned,0.0,8.1,1.0
mask,0.5,0,Combination,learned,0.2,3.6,0.8521705090845473
mask,0.5,0,Combination,learned,0.4,3.5,0.7467045958894681
mask,0.5,0,Combination,learned,0.6,3.5,0.7264127302306636
mask,0.5,0,Combination,learned,0.9,3.4,0.6067216003536937
mask,0.5,0,Combination,learned,1.3,3.4,0.5626475208496899
mask,0.5,0,Combination,learned,2.0,3.4,0.5014276442746162
mask,0.5,0,Combination,hybrid,0.0,8.1,1.0
mask,0.5,0,Combination,hybrid,0.2,3.5,0.914856882358379
mask,0.5,0,Combination,hybrid,0.4,3.5,0.7264127302306636
mask,0.5,0,Combination,hybrid,0.6,3.5,0.6405914129030108
mask,0.5,0,Combination,hybrid,0.9,3.3,0.6437684113853992
mask,0.5,0,Combination,hybrid,1.3,3.5,0.6405914129030108
mask,0.5,0,Combination,hybrid,2.0,3.5,0.6434035614033736
mask,0.5,0,Dry,oracle,0.0,12.6,0.8165901947515998
mask,0.5,0,Dry,oracle,0.2,3.0,0.9266360779006398
mask,0.5,0,Dry,oracle,0.4,3.0,0.9266360779006398
mask,0.5,0,Dry,oracle,0.6,3.0,0.9266360779006398
mask,0.5,0,Dry,oracle,0.9,3.0,0.9266360779006398
mask,0.5,0,Dry,oracle,1.3,3.0,0.9266360779006398
mask,0.5,0,Dry,oracle,2.0,3.0,0.9266360779006398
mask,0.5,0,Dry,rule,0.0,12.6,0.8165901947515998
mask,0.5,0,Dry,rule,0.2,4.7,0.9052116356304493
mask,0.5,0,Dry,rule,0.4,5.1,0.7753366239771086
mask,0.5,0,Dry,rule,0.6,5.1,0.7753366239771086
mask,0.5,0,Dry,rule,0.9,5.1,0.7753366239771086
mask,0.5,0,Dry,rule,1.3,5.1,0.7753366239771086
mask,0.5,0,Dry,rule,2.0,5.1,0.7753366239771086
mask,0.5,0,Dry,learned,0.0,12.6,0.8165901947515998
mask,0.5,0,Dry,learned,0.2,4.7,0.8415908474314976
mask,0.5,0,Dry,learned,0.4,3.4,0.6754160255557639
mask,0.5,0,Dry,learned,0.6,3.3,0.5988751049740154
mask,0.5,0,Dry,learned,0.9,3.3,0.5988751049740154
mask,0.5,0,Dry,learned,1.3,3.4,0.49118023727106
mask,0.5,0,Dry,learned,2.0,3.4,0.38241471408367794
mask,0.5,0,Dry,hybrid,0.0,12.6,0.8165901947515998
mask,0.5,0,Dry,hybrid,0.2,3.5,0.8205228949141826
mask,0.5,0,Dry,hybrid,0.4,3.6,0.721801830382049
mask,0.5,0,Dry,hybrid,0.6,3.4,0.6366587127404281
mask,0.5,0,Dry,hybrid,0.9,3.4,0.5653701424067238
mask,0.5,0,Dry,hybrid,1.3,3.4,0.5582604437617527
mask,0.5,0,Dry,hybrid,2.0,3.4,0.5582604437617527
mask,0.5,0,Normal,oracle,0.0,10.2,0.8611375561264455
mask,0.5,0,Normal,oracle,0.2,3.0,0.7600791051976192
mask,0.5,0,Normal,oracle,0.4,3.0,0.7600791051976192
mask,0.5,0,Normal,oracle,0.6,3.0,0.7600791051976192
mask,0.5,0,Normal,oracle,0.9,3.0,0.7600791051976192
mask,0.5,0,Normal,oracle,1.3,3.0,0.7600791051976192
mask,0.5,0,Normal,oracle,2.0,3.0,0.7600791051976192
mask,0.5,0,Normal,rule,0.0,10.2,0.8611375561264455
mask,0.5,0,Normal,rule,0.2,4.8,0.5305455297539707
mask,0.5,0,Normal,rule,0.4,4.9,0.46035860613699897
mask,0.5,0,Normal,rule,0.6,5.4,0.3967378179380473
mask,0.5,0,Normal,rule,0.9,5.4,0.3967378179380473
mask,0.5,0,Normal,rule,1.3,5.4,0.3967378179380473
mask,0.5,0,Normal,rule,2.0,5.4,0.3967378179380473
mask,0.5,0,Normal,learned,0.0,10.2,0.8611375561264455
mask,0.5,0,Normal,learned,0.2,3.9,0.7100226348397881
mask,0.5,0,Normal,learned,0.4,3.7,0.5337225282363591
mask,0.5,0,Normal,learned,0.6,3.9,0.48331483694589444
mask,0.5,0,Normal,learned,0.9,3.4,0.48331483694589444
mask,0.5,0,Normal,learned,1.3,3.4,0.47938213678331165
mask,0.5,0,Normal,learned,2.0,3.4,0.4857157485697724
mask,0.5,0,Normal,hybrid,0.0,10.2,0.8611375561264455
mask,0.5,0,Normal,hybrid,0.2,3.9,0.6563033086078547
mask,0.5,0,Normal,hybrid,0.4,4.1,0.5232512984721257
mask,0.5,0,Normal,hybrid,0.6,3.9,0.5263304097820353
mask,0.5,0,Normal,hybrid,0.9,3.9,0.544221363816962
mask,0.5,0,Normal,hybrid,1.3,3.8,0.4818998405251558
mask,0.5,0,Normal,hybrid,2.0,3.8,0.49118023727106
mask,0.5,0,Oily,oracle,0.0,7.8,0.6145870006788593
mask,0.5,0,Oily,oracle,0.2,3.2,0.7059054020403313
mask,0.5,0,Oily,oracle,0.4,3.0,0.7695261902392829
mask,0.5,0,Oily,oracle,0.6,3.0,0.7695261902392829
mask,0.5,0,Oily,oracle,0.9,3.0,0.7695261902392829
mask,0.5,0,Oily,oracle,1.3,3.0,0.7695261902392829
mask,0.5,0,Oily,oracle,2.0,3.0,0.7695261902392829
mask,0.5,0,Oily,rule,0.0,7.8,0.6145870006788593
mask,0.5,0,Oily,rule,0.2,4.1,0.5730379245414764
mask,0.5,0,Oily,rule,0.4,4.1,0.579782773204422
mask,0.5,0,Oily,rule,0.6,4.0,0.6523706084452717
mask,0.5,0,Oily,rule,0.9,3.8,0.6594803070902429
mask,0.5,0,Oily,rule,1.3,3.9,0.7289115290270202
mask,0.5,0,Oily,rule,2.0,3.9,0.7289115290270202
mask,0.5,0,Oily,learned,0.0,7.8,0.6145870006788593
mask,0.5,0,Oily,learned,0.2,3.8,0.4440973278132557
mask,0.5,0,Oily,learned,0.4,3.8,0.4323181322709948
mask,0.5,0,Oily,learned,0.6,3.8,0.4323181322709948
mask,0.5,0,Oily,learned,0.9,3.7,0.4920062203073637
mask,0.5,0,Oily,learned,1.3,3.7,0.494639655562801
mask,0.5,0,Oily,learned,2.0,3.7,0.47479014188018465
mask,0.5,0,Oily,hybrid,0.0,7.8,0.6145870006788593
mask,0.5,0,Oily,hybrid,0.2,3.8,0.2719144540092835
mask,0.5,0,Oily,hybrid,0.4,3.8,0.3531437764338092
mask,0.5,0,Oily,hybrid,0.6,3.8,0.3531437764338092
mask,0.5,0,Oily,hybrid,0.9,3.9,0.3621108234757073
mask,0.5,0,Oily,hybrid,1.3,3.9,0.3688556721386529
mask,0.5,0,Oily,hybrid,2.0,3.9,0.3963918729015093
mask,0.5,0,Sensitive,oracle,0.0,10.7,0.9363792118010483
mask,0.5,0,Sensitive,oracle,0.2,4.2,0.8630152897016883
mask,0.5,0,Sensitive,oracle,0.4,3.4,0.8572048559638626
mask,0.5,0,Sensitive,oracle,0.6,3.2,0.9266360779006398
mask,0.5,0,Sensitive,oracle,0.9,3.2,0.9216017310213245
mask,0.5,0,Sensitive,oracle,1.3,3.1,0.9216017310213245
mask,0.5,0,Sensitive,oracle,2.0,3.1,0.9216017310213245
mask,0.5,0,Sensitive,rule,0.0,10.7,0.9363792118010483
mask,0.5,0,Sensitive,rule,0.2,5.6,0.933745776545611
mask,0.5,0,Sensitive,rule,0.4,5.8,0.8603818544462509
mask,0.5,0,Sensitive,rule,0.6,5.2,0.8512360941594274
mask,0.5,0,Sensitive,rule,0.9,5.2,0.8512360941594274
mask,0.5,0,Sensitive,rule,1.3,5.1,0.914856882358379
mask,0.5,0,Sensitive,rule,2.0,5.0,0.914856882358379
mask,0.5,0,Sensitive,learned,0.0,10.7,0.9363792118010483
mask,0.5,0,Sensitive,learned,0.2,5.0,0.8701249883466594
mask,0.5,0,Sensitive,learned,0.4,4.2,0.8236998933965709
mask,0.5,0,Sensitive,learned,0.6,3.7,0.8048109992093389
mask,0.5,0,Sensitive,learned,0.9,3.7,0.8048109992093389
mask,0.5,0,Sensitive,learned,1.3,3.8,0.7381919257729244
mask,0.5,0,Sensitive,learned,2.0,3.7,0.6651928536555898
mask,0.5,0,Sensitive,hybrid,0.0,10.7,0.9363792118010483
mask,0.5,0,Sensitive,hybrid,0.2,4.6,0.8572048559638626
mask,0.5,0,Sensitive,hybrid,0.4,4.1,0.756902106715231
mask,0.5,0,Sensitive,hybrid,0.6,4.1,0.7759944384848245
mask,0.5,0,Sensitive,hybrid,0.9,3.8,0.7000949683025057
mask,0.5,0,Sensitive,hybrid,1.3,3.8,0.6812060741152737
mask,0.5,0,Sensitive,hybrid,2.0,3.8,0.6812060741152737
mask,0.5,1,Combination,oracle,0.0,10.2,0.8205228949141826
mask,0.5,1,Combination,oracle,0.2,3.0,0.9266360779006398
mask,0.5,1,Combination,oracle,0.4,3.0,0.9266360779006398
mask,0.5,1,Combination,oracle,0.6,3.0,0.9266360779006398
mask,0.5,1,Combination,oracle,0.9,3.0,0.9266360779006398
mask,0.5,1,Combination,oracle,1.3,3.0,0.9266360779006398
mask,0.5,1,Combination,oracle,2.0,3.0,0.9266360779006398
mask,0.5,1,Combination,rule,0.0,10.2,0.8205228949141826
mask,0.5,1,Combination,rule,0.2,3.7,0.8415908474314976
mask,0.5,1,Combination,rule,0.4,3.5,0.8389574121760602
mask,0.5,1,Combination,rule,0.6,3.7,0.835780413693672
mask,0.5,1,Combination,rule,0.9,3.6,0.835780413693672
mask,0.5,1,Combination,rule,1.3,3.6,0.835780413693672
mask,0.5,1,Combination,rule,2.0,3.6,0.835780413693672
mask,0.5,1,Combination,learned,0.0,10.2,0.8205228949141826
mask,0.5,1,Combination,learned,0.2,4.1,0.9305687780632227
mask,0.5,1,Combination,learned,0.4,5.3,0.9305687780632227
mask,0.5,1,Combination,learned,0.6,5.2,0.8643145546088338
mask,0.5,1,Combination,learned,0.9,5.4,0.8630152897016883
mask,0.5,1,Combination,learned,1.3,5.8,0.7975167679274938
mask,0.5,1,Combination,learned,2.0,5.8,0.7948833326720566
mask,0.5,1,Combination,hybrid,0.0,10.2,0.8205228949141826
mask,0.5,1,Combination,hybrid,0.2,4.1,0.9266360779006398
mask,0.5,1,Combination,hybrid,0.4,5.1,0.8579809428223729
mask,0.5,1,Combination,hybrid,0.6,5.1,0.8521705090845473
mask,0.5,1,Combination,hybrid,0.9,5.3,0.7909506325094736
mask,0.5,1,Combination,hybrid,1.3,5.6,0.7542686714597936
mask,0.5,1,Combination,hybrid,2.0,5.6,0.6402900881481708
mask,0.5,1,Dry,oracle,0.0,9.9,0.7948833326720566
mask,0.5,1,Dry,oracle,0.2,3.2,1.0
mask,0.5,1,Dry,oracle,0.4,3.0,0.9363792118010483
mask,0.5,1,Dry,oracle,0.6,3.0,0.9363792118010483
mask,0.5,1,Dry,oracle,0.9,3.0,0.9363792118010483
mask,0.5,1,Dry,oracle,1.3,3.0,0.9363792118010483
mask,0.5,1,Dry,oracle,2.0,3.0,0.9363792118010483
mask,0.5,1,Dry,rule,0.0,9.9,0.7948833326720566
mask,0.5,1,Dry,rule,0.2,6.6,0.9305687780632227
mask,0.5,1,Dry,rule,0.4,6.4,0.9216017310213245
mask,0.5,1,Dry,rule,0.6,6.4,0.9216017310213245
mask,0.5,1,Dry,rule,0.9,6.3,0.9216017310213245
mask,0.5,1,Dry,rule,1.3,4.9,0.8521705090845473
mask,0.5,1,Dry,rule,2.0,3.6,0.8521705090845473
mask,0.5,1,Dry,learned,0.0,9.9,0.7948833326720566
mask,0.5,1,Dry,learned,0.2,5.9,0.9305687780632227
mask,0.5,1,Dry,learned,0.4,5.8,0.866947989864271
mask,0.5,1,Dry,learned,0.6,5.8,0.866947989864271
mask,0.5,1,Dry,learned,0.9,5.8,0.8603818544462509
mask,0.5,1,Dry,learned,1.3,5.8,0.8603818544462509
mask,0.5,1,Dry,learned,2.0,5.8,0.8572048559638626
mask,0.5,1,Dry,hybrid,0.0,9.9,0.7948833326720566
mask,0.5,1,Dry,hybrid,0.2,5.9,0.9305687780632227
mask,0.5,1,Dry,hybrid,0.4,5.8,0.8630152897016883
mask,0.5,1,Dry,hybrid,0.6,5.8,0.8630152897016883
mask,0.5,1,Dry,hybrid,0.9,5.8,0.8521705090845473
mask,0.5,1,Dry,hybrid,1.3,5.6,0.8521705090845473
mask,0.5,1,Dry,hybrid,2.0,5.6,0.8482378089219645
mask,0.5,1,Normal,oracle,0.0,11.6,0.8611375561264455
mask,0.5,1,Normal,oracle,0.2,3.2,1.0
mask,0.5,1,Normal,oracle,0.4,3.0,0.9363792118010483
mask,0.5,1,Normal,oracle,0.6,3.0,0.9363792118010483
mask,0.5,1,Normal,oracle,0.9,3.0,0.9363792118010483
mask,0.5,1,Normal,oracle,1.3,3.0,0.9363792118010483
mask,0.5,1,Normal,oracle,2.0,3.0,0.9363792118010483
mask,0.5,1,Normal,rule,0.0,11.6,0.8611375561264455
mask,0.5,1,Normal,rule,0.2,5.2,0.866947989864271
mask,0.5,1,Normal,rule,0.4,5.0,0.8415908474314976
mask,0.5,1,Normal,rule,0.6,3.7,0.8268133666517739
mask,0.5,1,Normal,rule,0.9,3.9,0.8268133666517739
mask,0.5,1,Normal,rule,1.3,3.9,0.8268133666517739
mask,0.5,1,Normal,rule,2.0,3.9,0.8268133666517739
mask,0.5,1,Normal,learned,0.0,11.6,0.8611375561264455
mask,0.5,1,Normal,learned,0.2,4.8,0.8572048559638626
mask,0.5,1,Normal,learned,0.4,5.1,0.8236998933965709
mask,0.5,1,Normal,learned,0.6,4.6,0.7948833326720566
mask,0.5,1,Normal,learned,0.9,4.6,0.7948833326720566
mask,0.5,1,Normal,learned,1.3,4.5,0.7312625444731049
mask,0.5,1,Normal,learned,2.0,4.6,0.7280855459907165
mask,0.5,1,Normal,hybrid,0.0,11.6,0.8611375561264455
mask,0.5,1,Normal,hybrid,0.2,5.0,0.793584067764911
mask,0.5,1,Normal,hybrid,0.4,4.7,0.8115558478722845
mask,0.5,1,Normal,hybrid,0.6,4.2,0.6402900881481708
mask,0.5,1,Normal,hybrid,0.9,4.4,0.642923523403608
mask,0.5,1,Normal,hybrid,1.3,4.4,0.6402900881481708
mask,0.5,1,Normal,hybrid,2.0,4.4,0.6352557412688554
mask,0.5,1,Oily,oracle,0.0,11.7,0.9305687780632227
mask,0.5,1,Oily,oracle,0.2,3.5,0.618519700841442
mask,0.5,1,Oily,oracle,0.4,3.3,0.6929852696575346
mask,0.5,1,Oily,oracle,0.6,3.2,0.7027284035579431
mask,0.5,1,Oily,oracle,0.9,3.0,0.7027284035579431
mask,0.5,1,Oily,oracle,1.3,3.0,0.7027284035579431
mask,0.5,1,Oily,oracle,2.0,3.0,0.7027284035579431
mask,0.5,1,Oily,rule,0.0,11.7,0.9305687780632227
mask,0.5,1,Oily,rule,0.2,4.4,0.8268133666517739
mask,0.5,1,Oily,rule,0.4,4.2,0.8521705090845473
mask,0.5,1,Oily,rule,0.6,3.9,0.7034066032439746
mask,0.5,1,Oily,rule,0.9,3.7,0.7630946912803435
mask,0.5,1,Oily,rule,1.3,3.9,0.6994739030813918
mask,0.5,1,Oily,rule,2.0,3.9,0.6994739030813918
mask,0.5,1,Oily,learned,0.0,11.7,0.9305687780632227
mask,0.5,1,Oily,learned,0.2,5.2,0.7015099647232445
mask,0.5,1,Oily,learned,0.4,5.5,0.6500332220485792
mask,0.5,1,Oily,learned,0.6,5.5,0.6947651160602988
mask,0.5,1,Oily,learned,0.9,5.8,0.6698623505528797
mask,0.5,1,Oily,learned,1.3,5.8,0.6410457898283652
mask,0.5,1,Oily,learned,2.0,5.8,0.6410457898283652
mask,0.5,1,Oily,hybrid,0.0,11.7,0.9305687780632227
mask,0.5,1,Oily,hybrid,0.2,5.1,0.6214990811334173
mask,0.5,1,Oily,hybrid,0.4,5.2,0.6320787427864671
mask,0.5,1,Oily,hybrid,0.6,5.0,0.5399873388995391
mask,0.5,1,Oily,hybrid,0.9,5.0,0.5111707781750247
mask,0.5,1,Oily,hybrid,1.3,5.3,0.5774250016294136
mask,0.5,1,Oily,hybrid,2.0,5.3,0.6188656458779801
mask,0.5,1,Sensitive,oracle,0.0,10.8,0.9363792118010483
mask,0.5,1,Sensitive,oracle,0.2,3.6,0.866947989864271
mask,0.5,1,Sensitive,oracle,0.4,3.5,0.933745776545611
mask,0.5,1,Sensitive,oracle,0.6,3.4,0.9363792118010483
mask,0.5,1,Sensitive,oracle,0.9,3.4,0.9363792118010483
mask,0.5,1,Sensitive,oracle,1.3,3.3,1.0
mask,0.5,1,Sensitive,oracle,2.0,3.2,0.9305687780632227
mask,0.5,1,Sensitive,rule,0.0,10.8,0.9363792118010483
mask,0.5,1,Sensitive,rule,0.2,3.8,0.9216017310213245
mask,0.5,1,Sensitive,rule,0.4,3.9,0.8630152897016883
mask,0.5,1,Sensitive,rule,0.6,3.9,0.8572048559638626
mask,0.5,1,Sensitive,rule,0.9,3.9,0.835780413693672
mask,0.5,1,Sensitive,rule,1.3,3.9,0.835780413693672
mask,0.5,1,Sensitive,rule,2.0,3.9,0.835780413693672
mask,0.5,1,Sensitive,learned,0.0,10.8,0.9363792118010483
