skin,gamma,L1,L2,L3
Normal,2.0,3.0158659793339715,1.8649116657974425,0.0
Normal,4.0,3.4701095315800234,2.1451572289468874,0.0
Normal,0.1,2.100709652448671,1.694297225910114,0.9364100074875285
Normal,0.3,2.336828173743234,1.8917153361693675,0.05460412475560606
Normal,0.5,2.4389220903222846,2.0600127587328263,0.0
Normal,1.0,2.497853023015136,2.4299795046368766,0.0
Normal,2.0,2.5532444186642462,2.8186829968079605,0.0
Normal,4.0,0.6555292883386941,2.5185127694621756,0.0
Normal,0.1,2.1162837297642856,1.463577540553754,0.7078105513410787
Normal,0.3,2.2425654208831274,1.5227408049042535,0.0
Normal,0.5,2.2331618701769163,1.5709554915804693,0.0
Normal,1.0,2.140009072094881,1.6437638987851362,0.0
Normal,2.0,0.3627839386019884,1.1693462216120458,0.0
Normal,4.0,0.0,0.9678729139131333,0.0
Normal,0.1,2.193080996440517,1.6266691688570905,0.6914063434940199
Normal,0.3,2.4334072415612087,1.7622836090569705,0.0
Normal,0.5,2.5219637724051602,1.897641394867906,0.0
Normal,1.0,2.23548205017078,1.9608292344520386,0.0
Normal,2.0,0.0,0.5549248346493595,0.0
Normal,4.0,0.0,0.0,0.0
Normal,0.1,2.312284090106164,1.4872441091512834,0.0
Normal,0.3,2.5145999678431106,1.7846499167719947,0.0
