skin,seed,fold,method,knob,burden,ndcg
Dry,3,2,C_nestedCV,2.0,4.1,0.643121141594021
Dry,3,2,C_nestedCV,4.0,4.1,0.6267310462031457
Dry,3,2,D_attr_as_feature,0.25,8.4,0.7125523635307982
Dry,3,2,D_attr_as_feature,0.5,11.3,0.8482378089219645
Dry,3,2,D_attr_as_feature,1.0,10.7,0.6468562235661908
Dry,3,2,D_attr_as_feature,2.0,8.1,0.5404673768993047
Dry,3,2,D_attr_as_feature,4.0,7.3,0.6023277671368327
Dry,4,0,rule,0.0,10.6,0.9363792118010483
Dry,4,0,rule,0.15,10.4,0.914856882358379
Dry,4,0,rule,0.3,7.1,0.9052116356304493
Dry,4,0,rule,0.6,5.2,0.8415908474314976
Dry,4,0,rule,1.0,4.5,0.7312625444731049
Dry,4,0,rule,1.5,4.5,0.7164850636933812
Dry,4,0,rule,2.5,3.3,0.6293644814585829
Dry,4,0,A_text_objective,0.5,9.6,0.8643145546088338
Dry,4,0,A_text_objective,1.0,8.7,0.9216017310213245
Dry,4,0,A_text_objective,2.0,9.4,0.8630152897016883
Dry,4,0,A_text_objective,5.0,9.6,0.9216017310213245
Dry,4,0,A_text_objective,10.0,10.2,0.8521705090845473
Dry,4,0,B_lambdamart,0.25,3.5,0.7948833326720566
Dry,4,0,B_lambdamart,0.5,8.6,0.7951657524814092
Dry,4,0,B_lambdamart,1.0,10.5,0.9266360779006398
Dry,4,0,B_lambdamart,2.0,7.8,0.5743371894486219
Dry,4,0,B_lambdamart,4.0,8.4,0.6300426811446145
Dry,4,0,C_nestedCV,0.1,3.3,0.6243301345792677
Dry,4,0,C_nestedCV,0.3,3.4,0.6520881886359191
Dry,4,0,C_nestedCV,0.5,3.4,0.6520881886359191
Dry,4,0,C_nestedCV,1.0,3.4,0.6520881886359191
Dry,4,0,C_nestedCV,2.0,3.4,0.6520881886359191
Dry,4,0,C_nestedCV,4.0,10.6,0.9363792118010483
Dry,4,0,D_attr_as_feature,0.25,8.8,0.6410457898283652
Dry,4,0,D_attr_as_feature,0.5,8.9,0.8318477135310891
Dry,4,0,D_attr_as_feature,1.0,7.7,0.7471589728148226
Dry,4,0,D_attr_as_feature,2.0,8.7,0.6812060741152737
Dry,4,0,D_attr_as_feature,4.0,15.2,0.627507133061656
Dry,4,1,rule,0.0,12.9,0.8579809428223729
Dry,4,1,rule,0.15,12.9,0.7975167679274938
Dry,4,1,rule,0.3,9.4,0.70937536504841
Dry,4,1,rule,0.6,5.3,0.6717589890736099
Dry,4,1,rule,1.0,4.7,0.7019727018777485
Dry,4,1,rule,1.5,4.4,0.7819835854675755
Dry,4,1,rule,2.5,4.1,0.8603818544462509
Dry,4,1,A_text_objective,0.5,8.9,0.933745776545611
Dry,4,1,A_text_objective,1.0,11.7,0.7759944384848245
Dry,4,1,A_text_objective,2.0,12.4,0.6947651160602988
Dry,4,1,A_text_objective,5.0,10.7,0.8415908474314976
Dry,4,1,A_text_objective,10.0,8.5,0.8268133666517739
Dry,4,1,B_lambdamart,0.25,4.8,0.7948833326720566
Dry,4,1,B_lambdamart,0.5,8.7,0.6090726157997783
Dry,4,1,B_lambdamart,1.0,13.4,0.5590796706691326
Dry,4,1,B_lambdamart,2.0,7.0,0.7264127302306636
Dry,4,1,B_lambdamart,4.0,7.8,0.7503359712972109
Dry,4,1,C_nestedCV,0.1,4.2,0.7529694065526481
Dry,4,1,C_nestedCV,0.3,4.2,0.8318477135310891
Dry,4,1,C_nestedCV,0.5,4.2,0.8521705090845473
Dry,4,1,C_nestedCV,1.0,4.3,0.8553475075669357
Dry,4,1,C_nestedCV,2.0,4.6,0.8205228949141826
Dry,4,1,C_nestedCV,4.0,9.4,0.6402900881481708
Dry,4,1,D_attr_as_feature,0.25,13.0,0.40112489502598453
Dry,4,1,D_attr_as_feature,0.5,11.3,0.5309999066793252
Dry,4,1,D_attr_as_feature,1.0,11.7,0.835780413693672
Dry,4,1,D_attr_as_feature,2.0,9.5,0.8701249883466594
Dry,4,1,D_attr_as_feature,4.0,8.3,0.3538805731685162
Dry,4,2,rule,0.0,8.2,0.6470538417566039
Dry,4,2,rule,0.15,8.2,0.45763598457996507
Dry,4,2,rule,0.3,5.0,0.43621154230977444
Dry,4,2,rule,0.6,4.5,0.4458567890377042
Dry,4,2,rule,1.0,4.2,0.5014276442746162
Dry,4,2,rule,1.5,3.6,0.5774250016294136
Dry,4,2,rule,2.5,3.4,0.611755947233009
Dry,4,2,A_text_objective,0.5,8.2,0.8579809428223729
Dry,4,2,A_text_objective,1.0,10.0,0.8553475075669357
Dry,4,2,A_text_objective,2.0,9.3,0.8482378089219645
Dry,4,2,A_text_objective,5.0,10.5,0.7314470771099788
Dry,4,2,A_text_objective,10.0,7.8,0.45763598457996507
Dry,4,2,B_lambdamart,0.25,3.7,0.9216017310213245
Dry,4,2,B_lambdamart,0.5,7.8,0.5559026721867443
Dry,4,2,B_lambdamart,1.0,11.1,0.5810820381115674
Dry,4,2,B_lambdamart,2.0,6.0,0.5039428927517406
Dry,4,2,B_lambdamart,4.0,7.9,0.6994739030813918
Dry,4,2,C_nestedCV,0.1,3.6,0.5617131059245698
Dry,4,2,C_nestedCV,0.3,3.4,0.5747915663739763
Dry,4,2,C_nestedCV,0.5,3.5,0.5774250016294136
Dry,4,2,C_nestedCV,1.0,3.5,0.5774250016294136
Dry,4,2,C_nestedCV,2.0,3.5,0.5774250016294136
Dry,4,2,C_nestedCV,4.0,8.2,0.5266128295913879
Dry,4,2,D_attr_as_feature,0.25,8.0,0.6531466953037821
Dry,4,2,D_attr_as_feature,0.5,12.6,0.4864918354282828
Dry,4,2,D_attr_as_feature,1.0,13.9,0.6457545768494584
Dry,4,2,D_attr_as_feature,2.0,6.6,0.8899541168509599
Dry,4,2,D_attr_as_feature,4.0,10.6,0.7975167679274938
Normal,0,0,rule,0.0,13.4,0.7510916729774054
Normal,0,0,rule,0.15,7.5,0.6698623505528797
Normal,0,0,rule,0.3,6.7,0.6698623505528797
Normal,0,0,rule,0.6,4.8,0.685119869332369
Normal,0,0,rule,1.0,3.9,0.7104770117651424
Normal,0,0,rule,1.5,3.4,0.7799082337019198
Normal,0,0,rule,2.5,3.4,0.7799082337019198
Normal,0,0,A_text_objective,0.5,12.7,0.7975167679274938
Normal,0,0,A_text_objective,1.0,8.2,0.7479350596733328
Normal,0,0,A_text_objective,2.0,11.7,0.8611375561264455
Normal,0,0,A_text_objective,5.0,7.0,0.8701249883466594
Normal,0,0,A_text_objective,10.0,8.4,0.84860265890399
Normal,0,0,B_lambdamart,0.25,5.8,0.52129606290272
Normal,0,0,B_lambdamart,0.5,10.6,0.7827392871477701
Normal,0,0,B_lambdamart,1.0,8.4,0.8454256604216017
Normal,0,0,B_lambdamart,2.0,6.7,0.7631925784528222
Normal,0,0,B_lambdamart,4.0,7.9,0.8899541168509599
Normal,0,0,C_nestedCV,0.1,3.5,0.7799082337019198
Normal,0,0,C_nestedCV,0.3,3.5,0.7799082337019198
Normal,0,0,C_nestedCV,0.5,3.5,0.7799082337019198
Normal,0,0,C_nestedCV,1.0,3.5,0.7799082337019198
Normal,0,0,C_nestedCV,2.0,3.5,0.7799082337019198
Normal,0,0,C_nestedCV,4.0,3.5,0.7799082337019198
Normal,0,0,D_attr_as_feature,0.25,13.6,0.8603818544462509
Normal,0,0,D_attr_as_feature,0.5,12.3,0.914856882358379
Normal,0,0,D_attr_as_feature,1.0,11.6,0.8364586133797036
Normal,0,0,D_attr_as_feature,2.0,8.2,0.6071597663726147
Normal,0,0,D_attr_as_feature,4.0,9.8,0.8414929602590189
Normal,0,1,rule,0.0,13.3,0.8611375561264455
Normal,0,1,rule,0.15,12.0,0.914856882358379
Normal,0,1,rule,0.3,8.5,0.8006937664098821
Normal,0,1,rule,0.6,4.3,0.77523873680463
Normal,0,1,rule,1.0,3.5,0.7534494445524138
Normal,0,1,rule,1.5,3.5,0.7467045958894681
Normal,0,1,rule,2.5,3.3,0.6601585067762745
Normal,0,1,A_text_objective,0.5,10.7,0.8643145546088338
Normal,0,1,A_text_objective,1.0,8.1,0.8389574121760602
Normal,0,1,A_text_objective,2.0,8.2,0.933745776545611
Normal,0,1,A_text_objective,5.0,9.4,0.8482378089219645
Normal,0,1,A_text_objective,10.0,9.9,0.866947989864271
Normal,0,1,B_lambdamart,0.25,5.2,0.7059054020403313
Normal,0,1,B_lambdamart,0.5,10.7,0.8899541168509599
Normal,0,1,B_lambdamart,1.0,12.6,0.7015099647232445
Normal,0,1,B_lambdamart,2.0,6.3,0.4172339515355711
Normal,0,1,B_lambdamart,4.0,9.7,0.599976751690748
Normal,0,1,C_nestedCV,0.1,3.4,0.6754160255557639
Normal,0,1,C_nestedCV,0.3,3.4,0.6754160255557639
Normal,0,1,C_nestedCV,0.5,3.4,0.6754160255557639
Normal,0,1,C_nestedCV,1.0,3.3,0.6437684113853992
Normal,0,1,C_nestedCV,2.0,6.6,0.5996943318813954
Normal,0,1,C_nestedCV,4.0,12.9,0.8701249883466594
Normal,0,1,D_attr_as_feature,0.25,12.5,0.9363792118010483
Normal,0,1,D_attr_as_feature,0.5,10.9,0.793584067764911
Normal,0,1,D_attr_as_feature,1.0,9.6,0.7909506325094736
Normal,0,1,D_attr_as_feature,2.0,7.8,0.405696068388174
Normal,0,1,D_attr_as_feature,4.0,12.4,0.3693362536342715
Normal,0,2,rule,0.0,9.9,1.0
Normal,0,2,rule,0.15,8.9,1.0
Normal,0,2,rule,0.3,7.8,1.0
Normal,0,2,rule,0.6,7.1,0.9363792118010483
Normal,0,2,rule,1.0,6.4,0.8482378089219645
Normal,0,2,rule,1.5,4.5,0.7819835854675755
Normal,0,2,rule,2.5,4.2,0.6987957033953601
Normal,0,2,A_text_objective,0.5,10.6,0.7975167679274938
Normal,0,2,A_text_objective,1.0,12.7,0.9052116356304493
Normal,0,2,A_text_objective,2.0,9.3,0.9305687780632227
Normal,0,2,A_text_objective,5.0,11.8,0.8579809428223729
Normal,0,2,A_text_objective,10.0,9.4,0.6906478832608419
Normal,0,2,B_lambdamart,0.25,11.5,0.5266128295913879
Normal,0,2,B_lambdamart,0.5,6.7,0.7753366239771086
Normal,0,2,B_lambdamart,1.0,8.7,0.6064391805443411
Normal,0,2,B_lambdamart,2.0,3.8,0.6263217044973822
Normal,0,2,B_lambdamart,4.0,8.9,0.750637296052051
Normal,0,2,C_nestedCV,0.1,4.0,0.6987957033953601
Normal,0,2,C_nestedCV,0.3,4.5,0.7624164915943118
Normal,0,2,C_nestedCV,0.5,4.3,0.8521705090845473
Normal,0,2,C_nestedCV,1.0,4.3,0.8521705090845473
Normal,0,2,C_nestedCV,2.0,4.3,0.8521705090845473
Normal,0,2,C_nestedCV,4.0,6.8,1.0
Normal,0,2,D_attr_as_feature,0.25,10.4,0.9052116356304493
Normal,0,2,D_attr_as_feature,0.5,14.3,0.8611375561264455
Normal,0,2,D_attr_as_feature,1.0,9.5,0.9305687780632227
Normal,0,2,D_attr_as_feature,2.0,6.4,0.5672274908036508
Normal,0,2,D_attr_as_feature,4.0,10.3,0.3063365306564338
Normal,1,0,rule,0.0,12.6,1.0
Normal,1,0,rule,0.15,11.4,0.9363792118010483
Normal,1,0,rule,0.3,11.1,0.9266360779006398
Normal,1,0,rule,0.6,6.1,0.7951657524814092
Normal,1,0,rule,1.0,5.1,0.7453016244178956
Normal,1,0,rule,1.5,4.7,0.7280855459907165
Normal,1,0,rule,2.5,3.4,0.7948833326720566
Normal,1,0,A_text_objective,0.5,12.0,0.9363792118010483
Normal,1,0,A_text_objective,1.0,10.2,0.9052116356304493
Normal,1,0,A_text_objective,2.0,11.1,0.7136540102475308
Normal,1,0,A_text_objective,5.0,14.7,0.8579809428223729
Normal,1,0,A_text_objective,10.0,12.8,0.7846170207230129
Normal,1,0,B_lambdamart,0.25,5.8,0.7799082337019198
Normal,1,0,B_lambdamart,0.5,8.0,0.6717589890736099
Normal,1,0,B_lambdamart,1.0,12.3,0.7136540102475308
Normal,1,0,B_lambdamart,2.0,6.6,0.8272424914779678
Normal,1,0,B_lambdamart,4.0,9.0,0.5372903784169164
Normal,1,0,C_nestedCV,0.1,3.7,0.7948833326720566
Normal,1,0,C_nestedCV,0.3,4.2,0.8115558478722845
Normal,1,0,C_nestedCV,0.5,4.2,0.8115558478722845
Normal,1,0,C_nestedCV,1.0,3.9,0.8048109992093389
Normal,1,0,C_nestedCV,2.0,3.9,0.8048109992093389
Normal,1,0,C_nestedCV,4.0,3.5,0.8048109992093389
Normal,1,0,D_attr_as_feature,0.25,9.5,0.8630152897016883
Normal,1,0,D_attr_as_feature,0.5,10.7,1.0
Normal,1,0,D_attr_as_feature,1.0,11.2,0.9216017310213245
Normal,1,0,D_attr_as_feature,2.0,6.8,0.7254521107352793
Normal,1,0,D_attr_as_feature,4.0,9.9,0.3882251478215036
Normal,1,1,rule,0.0,9.7,1.0
Normal,1,1,rule,0.15,9.7,1.0
Normal,1,1,rule,0.3,7.0,0.933745776545611
Normal,1,1,rule,0.6,7.0,0.9363792118010483
Normal,1,1,rule,1.0,5.3,0.8521705090845473
Normal,1,1,rule,1.5,3.8,0.8521705090845473
Normal,1,1,rule,2.5,3.6,0.9216017310213245
Normal,1,1,A_text_objective,0.5,8.7,0.8643145546088338
Normal,1,1,A_text_objective,1.0,8.9,0.7257345305446319
Normal,1,1,A_text_objective,2.0,9.5,0.9266360779006398
Normal,1,1,A_text_objective,5.0,9.8,0.8268133666517739
Normal,1,1,A_text_objective,10.0,10.4,0.9305687780632227
Normal,1,1,B_lambdamart,0.25,17.1,0.7951657524814092
Normal,1,1,B_lambdamart,0.5,4.3,0.5142842514302276
Normal,1,1,B_lambdamart,1.0,8.5,0.6874708847784538
Normal,1,1,B_lambdamart,2.0,4.0,0.7019273967113417
Normal,1,1,B_lambdamart,4.0,6.2,0.7411902110103872
Normal,1,1,C_nestedCV,0.1,3.6,0.9216017310213245
Normal,1,1,C_nestedCV,0.3,3.7,0.9266360779006398
Normal,1,1,C_nestedCV,0.5,3.7,0.9266360779006398
Normal,1,1,C_nestedCV,1.0,3.7,0.9266360779006398
Normal,1,1,C_nestedCV,2.0,3.7,0.9266360779006398
Normal,1,1,C_nestedCV,4.0,9.7,1.0
Normal,1,1,D_attr_as_feature,0.25,8.6,0.6156886473955917
Normal,1,1,D_attr_as_feature,0.5,11.0,0.6947651160602988
Normal,1,1,D_attr_as_feature,1.0,10.2,0.6809047493604335
Normal,1,1,D_attr_as_feature,2.0,12.0,0.44082357888759177
Normal,1,1,D_attr_as_feature,4.0,7.4,0.3667028183788342
Normal,1,2,rule,0.0,11.9,1.0
Normal,1,2,rule,0.15,10.3,0.9363792118010483
Normal,1,2,rule,0.3,7.7,0.9266360779006398
Normal,1,2,rule,0.6,5.3,0.914856882358379
Normal,1,2,rule,1.0,5.3,0.8611375561264455
Normal,1,2,rule,1.5,3.7,0.7215194105726964
Normal,1,2,rule,2.5,3.2,0.718342412090308
Normal,1,2,A_text_objective,0.5,11.9,0.9363792118010483
Normal,1,2,A_text_objective,1.0,13.0,1.0
Normal,1,2,A_text_objective,2.0,11.6,0.8236998933965709
Normal,1,2,A_text_objective,5.0,10.0,0.914856882358379
Normal,1,2,A_text_objective,10.0,12.6,0.8521705090845473
Normal,1,2,B_lambdamart,0.25,4.7,0.47938213678331165
Normal,1,2,B_lambdamart,0.5,10.2,0.5333576782543336
Normal,1,2,B_lambdamart,1.0,17.0,0.5309999066793252
Normal,1,2,B_lambdamart,2.0,6.4,0.7605591431973849
Normal,1,2,B_lambdamart,4.0,9.1,0.7254521107352793
Normal,1,2,C_nestedCV,0.1,3.2,0.7133080652109928
Normal,1,2,C_nestedCV,0.3,3.5,0.7280855459907165
Normal,1,2,C_nestedCV,0.5,3.5,0.7280855459907165
Normal,1,2,C_nestedCV,1.0,3.5,0.7280855459907165
Normal,1,2,C_nestedCV,2.0,3.5,0.7280855459907165
Normal,1,2,C_nestedCV,4.0,3.5,0.7280855459907165
Normal,1,2,D_attr_as_feature,0.25,17.4,0.7125523635307982
Normal,1,2,D_attr_as_feature,0.5,16.5,0.7529694065526481
Normal,1,2,D_attr_as_feature,1.0,15.6,0.791726719367984
Normal,1,2,D_attr_as_feature,2.0,6.6,0.2972715964420569
Normal,1,2,D_attr_as_feature,4.0,9.0,0.6136525857537392
Normal,2,0,rule,0.0,11.0,0.8414929602590189
Normal,2,0,rule,0.15,8.9,0.8115558478722845
Normal,2,0,rule,0.3,8.4,0.6036081270984908
Normal,2,0,rule,0.6,6.8,0.5926825204089029
Normal,2,0,rule,1.0,4.3,0.45767527470376834
Normal,2,0,rule,1.5,4.3,0.48153499054313026
Normal,2,0,rule,2.5,4.0,0.5548989126424904
Normal,2,0,A_text_objective,0.5,11.0,0.7133080652109928
Normal,2,0,A_text_objective,1.0,11.4,0.7264127302306636
Normal,2,0,A_text_objective,2.0,9.7,0.6840182226156365
Normal,2,0,A_text_objective,5.0,9.8,0.6188656458779801
Normal,2,0,A_text_objective,10.0,13.0,0.5747915663739763
Normal,2,0,B_lambdamart,0.25,6.2,0.46975579500086934
Normal,2,0,B_lambdamart,0.5,14.2,0.7542686714597936
Normal,2,0,B_lambdamart,1.0,14.2,0.836670336895054
Normal,2,0,B_lambdamart,2.0,5.5,0.7510916729774054
Normal,2,0,B_lambdamart,4.0,7.6,0.5330752584449809
Normal,2,0,C_nestedCV,0.1,3.9,0.48153499054313026
Normal,2,0,C_nestedCV,0.3,3.4,0.6243301345792677
Normal,2,0,C_nestedCV,0.5,3.4,0.6243301345792677
Normal,2,0,C_nestedCV,1.0,3.4,0.6243301345792677
Normal,2,0,C_nestedCV,2.0,3.4,0.6243301345792677
Normal,2,0,C_nestedCV,4.0,5.9,0.6470538417566039
Normal,2,0,D_attr_as_feature,0.25,14.2,0.8643145546088338
Normal,2,0,D_attr_as_feature,0.5,12.3,0.8263333286520083
Normal,2,0,D_attr_as_feature,1.0,9.2,0.7289115290270202
Normal,2,0,D_attr_as_feature,2.0,9.1,0.7917063341896682
Normal,2,0,D_attr_as_feature,4.0,10.8,0.750637296052051
Normal,2,1,rule,0.0,12.7,0.8268133666517739
Normal,2,1,rule,0.15,10.7,0.7123736502858729
Normal,2,1,rule,0.3,10.7,0.6036081270984908
Normal,2,1,rule,0.6,6.7,0.505360344437199
Normal,2,1,rule,1.0,5.1,0.46156868474254786
Normal,2,1,rule,1.5,4.8,0.47682620352203725
Normal,2,1,rule,2.5,4.1,0.505360344437199
Normal,2,1,A_text_objective,0.5,10.5,1.0
Normal,2,1,A_text_objective,1.0,9.8,0.933745776545611
Normal,2,1,A_text_objective,2.0,10.6,1.0
Normal,2,1,A_text_objective,5.0,9.3,0.933745776545611
Normal,2,1,A_text_objective,10.0,8.9,0.8415908474314976
Normal,2,1,B_lambdamart,0.25,3.9,0.7885497208855956
Normal,2,1,B_lambdamart,0.5,7.8,0.8006937664098821
Normal,2,1,B_lambdamart,1.0,7.4,0.7471589728148225
Normal,2,1,B_lambdamart,2.0,4.9,0.5184650094568697
Normal,2,1,B_lambdamart,4.0,7.0,0.7753366239771086
Normal,2,1,C_nestedCV,0.1,4.3,0.5079937796926363
Normal,2,1,C_nestedCV,0.3,4.3,0.6929852696575346
Normal,2,1,C_nestedCV,0.5,4.3,0.6929852696575346
Normal,2,1,C_nestedCV,1.0,4.3,0.721801830382049
Normal,2,1,C_nestedCV,2.0,7.6,0.6214990811334173
Normal,2,1,C_nestedCV,4.0,14.6,0.7759944384848245
Normal,2,1,D_attr_as_feature,0.25,10.7,0.5983950669742498
Normal,2,1,D_attr_as_feature,0.5,18.3,0.6371130896657824
Normal,2,1,D_attr_as_feature,1.0,10.5,0.7670273914429263
Normal,2,1,D_attr_as_feature,2.0,8.0,0.9052116356304493
Normal,2,1,D_attr_as_feature,4.0,7.1,0.5993294818993699
Normal,2,2,rule,0.0,12.0,1.0
Normal,2,2,rule,0.15,8.1,0.933745776545611
Normal,2,2,rule,0.3,6.9,0.9305687780632227
Normal,2,2,rule,0.6,5.7,0.9052116356304493
Normal,2,2,rule,1.0,4.4,0.8899541168509599
Normal,2,2,rule,1.5,3.7,0.8611375561264455
Normal,2,2,rule,2.5,3.3,0.7975167679274938
Normal,2,2,A_text_objective,0.5,11.5,0.8415908474314976
Normal,2,2,A_text_objective,1.0,11.1,0.914856882358379
Normal,2,2,A_text_objective,2.0,11.1,0.8899541168509599
Normal,2,2,A_text_objective,5.0,12.4,1.0
Normal,2,2,A_text_objective,10.0,10.2,0.9305687780632227
Normal,2,2,B_lambdamart,0.25,4.6,0.7655934900767002
Normal,2,2,B_lambdamart,0.5,9.7,0.5309999066793252
Normal,2,2,B_lambdamart,1.0,15.2,1.0
Normal,2,2,B_lambdamart,2.0,6.3,0.6352557412688554
Normal,2,2,B_lambdamart,4.0,10.4,0.35940858709698914
Normal,2,2,C_nestedCV,0.1,3.7,0.8611375561264455
Normal,2,2,C_nestedCV,0.3,3.7,0.9052116356304493
Normal,2,2,C_nestedCV,0.5,3.7,0.9052116356304493
Normal,2,2,C_nestedCV,1.0,3.7,0.9052116356304493
Normal,2,2,C_nestedCV,2.0,13.3,1.0
Normal,2,2,C_nestedCV,4.0,12.0,1.0
Normal,2,2,D_attr_as_feature,0.25,12.9,0.8899541168509599
Normal,2,2,D_attr_as_feature,0.5,13.8,0.933745776545611
Normal,2,2,D_attr_as_feature,1.0,9.2,0.933745776545611
Normal,2,2,D_attr_as_feature,2.0,8.0,0.6008092243135124
Normal,2,2,D_attr_as_feature,4.0,8.8,0.7136540102475308
Normal,3,0,rule,0.0,10.3,0.84860265890399
Normal,3,0,rule,0.15,9.0,0.8572048559638626
Normal,3,0,rule,0.3,7.0,0.9266360779006398
Normal,3,0,rule,0.6,4.8,0.8579809428223729
Normal,3,0,rule,1.0,4.3,0.8630152897016883
Normal,3,0,rule,1.5,3.9,0.84860265890399
Normal,3,0,rule,2.5,3.4,0.7720617383222416
Normal,3,0,A_text_objective,0.5,7.8,0.8611375561264455
Normal,3,0,A_text_objective,1.0,9.8,0.9052116356304493
Normal,3,0,A_text_objective,2.0,11.7,0.6442227883107535
Normal,3,0,A_text_objective,5.0,12.3,0.933745776545611
Normal,3,0,A_text_objective,10.0,12.0,0.7624164915943118
Normal,3,0,B_lambdamart,0.25,4.2,0.5423640154200349
Normal,3,0,B_lambdamart,0.5,7.6,0.6879509227782193
Normal,3,0,B_lambdamart,1.0,7.5,0.8414929602590189
Normal,3,0,B_lambdamart,2.0,5.7,0.6479530784491744
Normal,3,0,B_lambdamart,4.0,7.6,0.6403089930936582
Normal,3,0,C_nestedCV,0.1,3.8,0.8630152897016883
Normal,3,0,C_nestedCV,0.3,3.5,0.7967610662472993
Normal,3,0,C_nestedCV,0.5,3.5,0.7967610662472993
Normal,3,0,C_nestedCV,1.0,3.5,0.7967610662472993
Normal,3,0,C_nestedCV,2.0,3.5,0.7967610662472993
Normal,3,0,C_nestedCV,4.0,3.5,0.7967610662472993
Normal,3,0,D_attr_as_feature,0.25,9.1,0.9100342589944143
Normal,3,0,D_attr_as_feature,0.5,16.9,0.8512360941594274
Normal,3,0,D_attr_as_feature,1.0,10.2,0.5333576782543336
Normal,3,0,D_attr_as_feature,2.0,6.8,0.6267310462031457
Normal,3,0,D_attr_as_feature,4.0,8.5,0.6969179698201174
Normal,3,1,rule,0.0,12.7,0.7314470771099788
Normal,3,1,rule,0.15,10.8,0.6929852696575346
Normal,3,1,rule,0.3,10.1,0.6848374495230164
Normal,3,1,rule,0.6,6.7,0.7663491917568948
Normal,3,1,rule,1.0,5.8,0.7000949683025057
Normal,3,1,rule,1.5,5.2,0.6969383549984333
Normal,3,1,rule,2.5,4.0,0.7720617383222416
Normal,3,1,A_text_objective,0.5,9.8,0.9216017310213245
Normal,3,1,A_text_objective,1.0,9.9,0.9216017310213245
Normal,3,1,A_text_objective,2.0,13.1,0.7859162856301584
Normal,3,1,A_text_objective,5.0,12.0,0.8364586133797036
Normal,3,1,A_text_objective,10.0,10.4,0.77523873680463
Normal,3,1,B_lambdamart,0.25,15.4,0.715550648768261
Normal,3,1,B_lambdamart,0.5,5.3,0.43545584062957987
Normal,3,1,B_lambdamart,1.0,11.7,0.7215194105726964
Normal,3,1,B_lambdamart,2.0,3.9,0.7819835854675755
Normal,3,1,B_lambdamart,4.0,7.9,0.6235744328990731
Normal,3,1,C_nestedCV,0.1,3.7,0.8414929602590189
Normal,3,1,C_nestedCV,0.3,3.8,0.8454256604216017
Normal,3,1,C_nestedCV,0.5,3.6,0.8454256604216017
Normal,3,1,C_nestedCV,1.0,3.6,0.8454256604216017
Normal,3,1,C_nestedCV,2.0,3.6,0.8454256604216017
Normal,3,1,C_nestedCV,4.0,3.6,0.8454256604216017
Normal,3,1,D_attr_as_feature,0.25,11.4,0.579782773204422
Normal,3,1,D_attr_as_feature,0.5,14.8,0.6316243658611127
Normal,3,1,D_attr_as_feature,1.0,11.0,0.38541299932114076
Normal,3,1,D_attr_as_feature,2.0,6.4,0.4373524791503101
Normal,3,1,D_attr_as_feature,4.0,9.2,0.7034066032439746
Normal,3,2,rule,0.0,11.5,0.8482378089219645
Normal,3,2,rule,0.15,9.3,0.7720617383222416
Normal,3,2,rule,0.3,9.3,0.772837825180752
Normal,3,2,rule,0.6,6.9,0.7951657524814092
Normal,3,2,rule,1.0,5.0,0.8200685179888283
Normal,3,2,rule,1.5,4.2,0.7682269253321374
Normal,3,2,rule,2.5,4.2,0.7885497208855956
Normal,3,2,A_text_objective,0.5,10.1,1.0
Normal,3,2,A_text_objective,1.0,10.1,1.0
Normal,3,2,A_text_objective,2.0,10.6,1.0
Normal,3,2,A_text_objective,5.0,13.0,0.9363792118010483
Normal,3,2,A_text_objective,10.0,11.9,1.0
Normal,3,2,B_lambdamart,0.25,5.2,0.44510108735750964
Normal,3,2,B_lambdamart,0.5,8.6,0.9052116356304493
Normal,3,2,B_lambdamart,1.0,12.5,0.6442227883107535
Normal,3,2,B_lambdamart,2.0,7.5,0.8899541168509599
Normal,3,2,B_lambdamart,4.0,11.3,0.3858930373209064
Normal,3,2,C_nestedCV,0.1,4.3,0.7967610662472993
Normal,3,2,C_nestedCV,0.3,4.2,0.8553475075669357
Normal,3,2,C_nestedCV,0.5,4.2,0.8553475075669357
Normal,3,2,C_nestedCV,1.0,4.2,0.8603818544462509
Normal,3,2,C_nestedCV,2.0,4.2,0.8603818544462509
Normal,3,2,C_nestedCV,4.0,3.8,0.9266360779006398
Normal,3,2,D_attr_as_feature,0.25,12.2,0.8092916130343137
Normal,3,2,D_attr_as_feature,0.5,12.2,0.8899541168509599
Normal,3,2,D_attr_as_feature,1.0,12.4,0.914856882358379
Normal,3,2,D_attr_as_feature,2.0,7.2,0.7529694065526481
Normal,3,2,D_attr_as_feature,4.0,8.3,0.65
Normal,4,0,rule,0.0,13.4,0.7753366239771086
Normal,4,0,rule,0.15,11.4,0.7655934900767002
Normal,4,0,rule,0.3,9.0,0.7877736340270853
Normal,4,0,rule,0.6,6.6,0.7065632165480472
Normal,4,0,rule,1.0,5.9,0.5964984284535196
Normal,4,0,rule,1.5,4.0,0.5399873388995391
Normal,4,0,rule,2.5,3.6,0.5914640815742043
Normal,4,0,A_text_objective,0.5,10.8,0.8415908474314976
Normal,4,0,A_text_objective,1.0,9.1,0.8611375561264455
Normal,4,0,A_text_objective,2.0,12.4,0.7819835854675755
Normal,4,0,A_text_objective,5.0,10.4,0.9052116356304493
Normal,4,0,A_text_objective,10.0,11.4,0.835780413693672
Normal,4,0,B_lambdamart,0.25,4.2,0.6316243658611127
Normal,4,0,B_lambdamart,0.5,10.3,0.6311443278613471
Normal,4,0,B_lambdamart,1.0,16.5,0.4484735116889824
