skin,seed,fold,method,knob,burden,ndcg
Normal,4,0,B_lambdamart,2.0,6.8,0.9363792118010483
Normal,4,0,B_lambdamart,4.0,10.0,0.7
Normal,4,0,C_nestedCV,0.1,3.8,0.5494344239412028
Normal,4,0,C_nestedCV,0.3,3.8,0.55206785919664
Normal,4,0,C_nestedCV,0.5,3.8,0.55206785919664
Normal,4,0,C_nestedCV,1.0,3.8,0.55206785919664
Normal,4,0,C_nestedCV,2.0,3.4,0.6156886473955917
Normal,4,0,C_nestedCV,4.0,3.4,0.6156886473955917
Normal,4,0,D_attr_as_feature,0.25,11.6,0.4728935033594544
Normal,4,0,D_attr_as_feature,0.5,13.4,0.6848374495230164
Normal,4,0,D_attr_as_feature,1.0,10.7,0.7100226348397881
Normal,4,0,D_attr_as_feature,2.0,8.8,0.8048109992093389
Normal,4,0,D_attr_as_feature,4.0,9.0,0.7917063341896682
Normal,4,1,rule,0.0,12.5,0.7564477297898765
Normal,4,1,rule,0.15,9.5,0.7315449642824575
Normal,4,1,rule,0.3,6.4,0.7951657524814092
Normal,4,1,rule,0.6,5.3,0.7353797772725615
Normal,4,1,rule,1.0,4.4,0.6754160255557639
Normal,4,1,rule,1.5,4.3,0.7416702490101529
Normal,4,1,rule,2.5,4.1,0.6830838076905165
Normal,4,1,A_text_objective,0.5,9.8,1.0
Normal,4,1,A_text_objective,1.0,11.8,1.0
Normal,4,1,A_text_objective,2.0,9.8,0.914856882358379
Normal,4,1,A_text_objective,5.0,9.5,1.0
Normal,4,1,A_text_objective,10.0,9.9,0.9266360779006398
Normal,4,1,B_lambdamart,0.25,5.1,0.5199967979955744
Normal,4,1,B_lambdamart,0.5,10.5,0.8611375561264455
Normal,4,1,B_lambdamart,1.0,8.6,0.7151857987862356
Normal,4,1,B_lambdamart,2.0,5.1,0.9052116356304493
Normal,4,1,B_lambdamart,4.0,7.4,0.7885497208855956
Normal,4,1,C_nestedCV,0.1,4.0,0.6754160255557639
Normal,4,1,C_nestedCV,0.3,4.2,0.6830838076905165
Normal,4,1,C_nestedCV,0.5,4.2,0.6911279212606076
Normal,4,1,C_nestedCV,1.0,5.4,0.6083169141195838
Normal,4,1,C_nestedCV,2.0,6.3,0.5983950669742498
Normal,4,1,C_nestedCV,4.0,9.9,0.7289115290270202
Normal,4,1,D_attr_as_feature,0.25,8.1,0.5184650094568697
Normal,4,1,D_attr_as_feature,0.5,7.3,0.7631925784528222
Normal,4,1,D_attr_as_feature,1.0,7.1,0.8512360941594274
Normal,4,1,D_attr_as_feature,2.0,8.6,0.5444390998068954
Normal,4,1,D_attr_as_feature,4.0,7.5,0.6698623505528797
Normal,4,2,rule,0.0,13.0,0.9363792118010483
Normal,4,2,rule,0.15,11.9,0.9363792118010483
Normal,4,2,rule,0.3,8.5,0.9266360779006398
Normal,4,2,rule,0.6,6.9,0.9216017310213245
Normal,4,2,rule,1.0,6.0,0.8899541168509599
Normal,4,2,rule,1.5,3.7,0.8165901947515998
Normal,4,2,rule,2.5,3.6,0.7600791051976192
Normal,4,2,A_text_objective,0.5,12.5,0.8115558478722845
Normal,4,2,A_text_objective,1.0,12.0,0.9305687780632227
Normal,4,2,A_text_objective,2.0,10.4,0.8899541168509599
Normal,4,2,A_text_objective,5.0,13.6,1.0
Normal,4,2,A_text_objective,10.0,15.4,0.8389574121760602
Normal,4,2,B_lambdamart,0.25,3.9,0.8263333286520083
Normal,4,2,B_lambdamart,0.5,15.1,0.3831704157638725
Normal,4,2,B_lambdamart,1.0,12.0,0.5181001594748442
Normal,4,2,B_lambdamart,2.0,4.9,0.5884674004369674
Normal,4,2,B_lambdamart,4.0,7.0,0.8048109992093389
Normal,4,2,C_nestedCV,0.1,4.0,0.835780413693672
Normal,4,2,C_nestedCV,0.3,4.0,0.8205228949141826
Normal,4,2,C_nestedCV,0.5,4.0,0.8205228949141826
Normal,4,2,C_nestedCV,1.0,4.0,0.8205228949141826
Normal,4,2,C_nestedCV,2.0,4.0,0.8165901947515998
Normal,4,2,C_nestedCV,4.0,8.5,0.933745776545611
Normal,4,2,D_attr_as_feature,0.25,14.3,0.7909506325094736
Normal,4,2,D_attr_as_feature,0.5,10.1,0.7948833326720566
Normal,4,2,D_attr_as_feature,1.0,11.0,0.7065443116025597
Normal,4,2,D_attr_as_feature,2.0,7.9,0.7116179486056783
Normal,4,2,D_attr_as_feature,4.0,9.0,0.7605591431973849
Oily,0,0,rule,0.0,13.1,0.6117748521784964
Oily,0,0,rule,0.15,10.7,0.7097402150304355
Oily,0,0,rule,0.3,9.4,0.7254521107352793
Oily,0,0,rule,0.6,6.7,0.772837825180752
Oily,0,0,rule,1.0,6.2,0.7624164915943118
Oily,0,0,rule,1.5,4.3,0.5958595188912912
Oily,0,0,rule,2.5,3.6,0.4671223597454321
Oily,0,0,A_text_objective,0.5,10.9,0.5621931439243355
Oily,0,0,A_text_objective,1.0,11.0,0.6405914129030108
Oily,0,0,A_text_objective,2.0,9.8,0.6114735274236563
Oily,0,0,A_text_objective,5.0,10.5,0.6067216003536937
Oily,0,0,A_text_objective,10.0,10.2,0.5933607200949346
Oily,0,0,B_lambdamart,0.25,4.5,0.7542686714597936
Oily,0,0,B_lambdamart,0.5,9.9,0.7720617383222416
Oily,0,0,B_lambdamart,1.0,8.3,0.6961622681399229
Oily,0,0,B_lambdamart,2.0,6.3,0.5470202666019404
Oily,0,0,B_lambdamart,4.0,12.2,0.55206785919664
Oily,0,0,C_nestedCV,0.1,3.8,0.5333765831998211
Oily,0,0,C_nestedCV,0.3,3.7,0.5621931439243355
Oily,0,0,C_nestedCV,0.5,4.3,0.5017493542077721
Oily,0,0,C_nestedCV,1.0,5.8,0.6332196796270029
Oily,0,0,C_nestedCV,2.0,5.8,0.6332196796270029
Oily,0,0,C_nestedCV,4.0,5.8,0.6332196796270029
Oily,0,0,D_attr_as_feature,0.25,15.3,0.7257345305446319
Oily,0,0,D_attr_as_feature,0.5,10.1,0.5774250016294136
Oily,0,0,D_attr_as_feature,1.0,12.6,0.6691255538181727
Oily,0,0,D_attr_as_feature,2.0,7.5,0.6222504323781709
Oily,0,0,D_attr_as_feature,4.0,8.5,0.756902106715231
Oily,0,1,rule,0.0,14.0,0.8572048559638626
Oily,0,1,rule,0.15,10.0,0.8454256604216017
Oily,0,1,rule,0.3,8.8,0.8205228949141826
Oily,0,1,rule,0.6,5.3,0.7827392871477701
Oily,0,1,rule,1.0,4.9,0.7241528458281337
Oily,0,1,rule,1.5,4.9,0.7254521107352793
Oily,0,1,rule,2.5,4.0,0.685119869332369
Oily,0,1,A_text_objective,0.5,8.5,0.5847192329112587
Oily,0,1,A_text_objective,1.0,10.5,0.5337225282363591
Oily,0,1,A_text_objective,2.0,12.8,0.7799082337019198
Oily,0,1,A_text_objective,5.0,13.6,0.7859162856301584
Oily,0,1,A_text_objective,10.0,11.0,0.5270672065167423
Oily,0,1,B_lambdamart,0.25,16.5,0.5206178632166883
Oily,0,1,B_lambdamart,0.5,7.4,0.8521705090845473
Oily,0,1,B_lambdamart,1.0,9.5,0.36865805394823986
Oily,0,1,B_lambdamart,2.0,9.2,0.5372903784169164
Oily,0,1,B_lambdamart,4.0,5.8,0.7353797772725615
Oily,0,1,C_nestedCV,0.1,3.8,0.7065632165480472
Oily,0,1,C_nestedCV,0.3,3.8,0.7164850636933812
Oily,0,1,C_nestedCV,0.5,3.6,0.6528642754944295
Oily,0,1,C_nestedCV,1.0,3.6,0.6578986223737447
Oily,0,1,C_nestedCV,2.0,3.6,0.6578986223737447
Oily,0,1,C_nestedCV,4.0,10.4,0.6848374495230164
Oily,0,1,D_attr_as_feature,0.25,15.0,0.7788065869851872
Oily,0,1,D_attr_as_feature,0.5,14.8,0.7759944384848245
Oily,0,1,D_attr_as_feature,1.0,8.7,0.5072380780124418
Oily,0,1,D_attr_as_feature,2.0,6.4,0.6929852696575346
Oily,0,1,D_attr_as_feature,4.0,8.7,0.7554381218710025
Oily,0,2,rule,0.0,12.2,0.9216017310213245
Oily,0,2,rule,0.15,8.4,1.0
Oily,0,2,rule,0.3,6.8,0.9363792118010483
Oily,0,2,rule,0.6,5.6,1.0
Oily,0,2,rule,1.0,4.9,0.9216017310213245
Oily,0,2,rule,1.5,3.9,0.8512360941594274
Oily,0,2,rule,2.5,3.2,0.7791714369672127
Oily,0,2,A_text_objective,0.5,8.9,0.7663491917568948
Oily,0,2,A_text_objective,1.0,8.6,0.6563033086078547
Oily,0,2,A_text_objective,2.0,6.8,0.46429130629958176
Oily,0,2,A_text_objective,5.0,8.9,0.7257345305446319
Oily,0,2,A_text_objective,10.0,8.4,0.7191184989488184
Oily,0,2,B_lambdamart,0.25,5.0,0.5302631099446181
Oily,0,2,B_lambdamart,0.5,9.9,0.866947989864271
Oily,0,2,B_lambdamart,1.0,10.3,0.8701249883466594
Oily,0,2,B_lambdamart,2.0,7.7,0.28351493630661884
Oily,0,2,B_lambdamart,4.0,11.7,0.84860265890399
Oily,0,2,C_nestedCV,0.1,3.1,0.7720617383222416
Oily,0,2,C_nestedCV,0.3,3.7,0.6961622681399229
Oily,0,2,C_nestedCV,0.5,4.1,0.7721596254947203
Oily,0,2,C_nestedCV,1.0,4.6,0.7819835854675755
Oily,0,2,C_nestedCV,2.0,4.6,0.7859162856301584
Oily,0,2,C_nestedCV,4.0,4.6,0.7859162856301584
Oily,0,2,D_attr_as_feature,0.25,10.5,0.750637296052051
Oily,0,2,D_attr_as_feature,0.5,13.1,0.7453016244178956
Oily,0,2,D_attr_as_feature,1.0,13.1,0.835780413693672
Oily,0,2,D_attr_as_feature,2.0,8.8,0.6168295842361275
Oily,0,2,D_attr_as_feature,4.0,8.8,0.5779050396291793
Oily,1,0,rule,0.0,16.7,0.9266360779006398
Oily,1,0,rule,0.15,10.4,0.8512360941594274
Oily,1,0,rule,0.3,8.7,0.8205228949141826
Oily,1,0,rule,0.6,5.3,0.5957616317188126
Oily,1,0,rule,1.0,4.9,0.6530488081313034
Oily,1,0,rule,1.5,4.5,0.6523706084452717
Oily,1,0,rule,2.5,4.0,0.6678262889110271
Oily,1,0,A_text_objective,0.5,9.9,0.8579809428223729
Oily,1,0,A_text_objective,1.0,9.1,0.8521705090845473
Oily,1,0,A_text_objective,2.0,9.8,0.8364586133797036
Oily,1,0,A_text_objective,5.0,10.4,0.9266360779006398
Oily,1,0,A_text_objective,10.0,9.3,0.9305687780632227
Oily,1,0,B_lambdamart,0.25,4.0,0.7529694065526481
Oily,1,0,B_lambdamart,0.5,6.5,0.4966757172046536
Oily,1,0,B_lambdamart,1.0,14.6,0.8205228949141826
Oily,1,0,B_lambdamart,2.0,6.4,0.6968404678259545
Oily,1,0,B_lambdamart,4.0,9.2,0.4982506457922279
Oily,1,0,C_nestedCV,0.1,3.9,0.5619107241149829
Oily,1,0,C_nestedCV,0.3,3.9,0.5619107241149829
Oily,1,0,C_nestedCV,0.5,3.9,0.5669450709942981
Oily,1,0,C_nestedCV,1.0,3.9,0.5695785062497354
Oily,1,0,C_nestedCV,2.0,4.8,0.618519700841442
Oily,1,0,C_nestedCV,4.0,5.1,0.618519700841442
Oily,1,0,D_attr_as_feature,0.25,19.1,0.7136540102475308
Oily,1,0,D_attr_as_feature,0.5,13.0,0.7849818707050383
Oily,1,0,D_attr_as_feature,1.0,13.6,0.8389574121760602
Oily,1,0,D_attr_as_feature,2.0,10.1,0.933745776545611
Oily,1,0,D_attr_as_feature,4.0,8.8,0.6405914129030108
Oily,1,1,rule,0.0,9.6,0.7411902110103872
Oily,1,1,rule,0.15,8.9,0.8236998933965709
Oily,1,1,rule,0.3,8.0,0.8899541168509599
Oily,1,1,rule,0.6,6.8,0.914856882358379
Oily,1,1,rule,1.0,5.6,0.8454256604216017
Oily,1,1,rule,1.5,4.1,0.9216017310213245
Oily,1,1,rule,2.5,3.6,0.8899541168509599
Oily,1,1,A_text_objective,0.5,9.1,0.6163668470816234
Oily,1,1,A_text_objective,1.0,7.1,0.7015099647232445
Oily,1,1,A_text_objective,2.0,8.1,0.5462574254588145
Oily,1,1,A_text_objective,5.0,8.9,0.7799082337019198
Oily,1,1,A_text_objective,10.0,13.0,0.8899541168509599
Oily,1,1,B_lambdamart,0.25,4.0,0.8414929602590189
Oily,1,1,B_lambdamart,0.5,7.9,0.6528642754944295
Oily,1,1,B_lambdamart,1.0,9.5,0.6678262889110271
Oily,1,1,B_lambdamart,2.0,5.0,0.8579809428223729
Oily,1,1,B_lambdamart,4.0,9.3,0.2122263659729146
Oily,1,1,C_nestedCV,0.1,4.0,0.8611375561264455
Oily,1,1,C_nestedCV,0.3,4.0,0.8611375561264455
Oily,1,1,C_nestedCV,0.5,4.0,0.8611375561264455
Oily,1,1,C_nestedCV,1.0,4.0,0.8611375561264455
Oily,1,1,C_nestedCV,2.0,3.8,0.7948833326720566
Oily,1,1,C_nestedCV,4.0,9.6,0.7411902110103872
Oily,1,1,D_attr_as_feature,0.25,16.0,0.6110191504983019
Oily,1,1,D_attr_as_feature,0.5,17.0,0.375767752593211
Oily,1,1,D_attr_as_feature,1.0,15.7,0.6975961695061491
Oily,1,1,D_attr_as_feature,2.0,6.7,0.3674585200590288
Oily,1,1,D_attr_as_feature,4.0,8.4,0.5
Oily,1,2,rule,0.0,12.9,0.8200685179888283
Oily,1,2,rule,0.15,5.9,0.721801830382049
Oily,1,2,rule,0.3,5.0,0.7264127302306636
Oily,1,2,rule,0.6,4.4,0.6717589890736099
Oily,1,2,rule,1.0,4.1,0.6207622843987103
Oily,1,2,rule,1.5,3.7,0.6830838076905165
Oily,1,2,rule,2.5,3.4,0.6627919420317119
Oily,1,2,A_text_objective,0.5,9.4,0.70937536504841
Oily,1,2,A_text_objective,1.0,9.0,0.6468562235661908
Oily,1,2,A_text_objective,2.0,7.6,0.6067216003536937
Oily,1,2,A_text_objective,5.0,9.2,0.7799082337019198
Oily,1,2,A_text_objective,10.0,11.1,0.7510916729774054
Oily,1,2,B_lambdamart,0.25,4.1,0.6969383549984333
Oily,1,2,B_lambdamart,0.5,10.1,0.8899541168509599
Oily,1,2,B_lambdamart,1.0,10.2,0.7353797772725615
Oily,1,2,B_lambdamart,2.0,6.1,0.42248146163354877
Oily,1,2,B_lambdamart,4.0,10.0,0.45841207143847534
Oily,1,2,C_nestedCV,0.1,3.6,0.7264127302306636
Oily,1,2,C_nestedCV,0.3,3.4,0.6627919420317119
Oily,1,2,C_nestedCV,0.5,3.4,0.6651928536555898
Oily,1,2,C_nestedCV,1.0,4.1,0.6437684113853992
Oily,1,2,C_nestedCV,2.0,4.5,0.6627919420317119
Oily,1,2,C_nestedCV,4.0,5.4,0.6569815082938862
Oily,1,2,D_attr_as_feature,0.25,11.8,0.9363792118010483
Oily,1,2,D_attr_as_feature,0.5,13.8,0.9216017310213245
Oily,1,2,D_attr_as_feature,1.0,10.4,0.6652907408280685
Oily,1,2,D_attr_as_feature,2.0,6.5,0.6683063269107927
Oily,1,2,D_attr_as_feature,4.0,6.7,0.6339753813071974
Oily,2,0,rule,0.0,11.5,0.6163668470816234
Oily,2,0,rule,0.15,10.1,0.5469356251448461
Oily,2,0,rule,0.3,5.7,0.5469356251448461
Oily,2,0,rule,0.6,4.8,0.5481351590340573
Oily,2,0,rule,1.0,4.7,0.67269340399873
Oily,2,0,rule,1.5,4.3,0.6812060741152737
Oily,2,0,rule,2.5,3.8,0.7315449642824575
Oily,2,0,A_text_objective,0.5,10.0,0.36284762021041433
Oily,2,0,A_text_objective,1.0,9.8,0.3822360008387525
Oily,2,0,A_text_objective,2.0,10.0,0.5305455297539707
Oily,2,0,A_text_objective,5.0,10.2,0.8236998933965709
Oily,2,0,A_text_objective,10.0,10.2,0.7411902110103872
Oily,2,0,B_lambdamart,0.25,5.0,0.6547216238913564
Oily,2,0,B_lambdamart,0.5,6.1,0.685119869332369
Oily,2,0,B_lambdamart,1.0,9.8,0.9266360779006398
Oily,2,0,B_lambdamart,2.0,5.9,0.6659485553357843
Oily,2,0,B_lambdamart,4.0,12.0,0.7600791051976192
Oily,2,0,C_nestedCV,0.1,3.4,0.8115558478722845
Oily,2,0,C_nestedCV,0.3,3.8,0.6687607038361472
Oily,2,0,C_nestedCV,0.5,4.6,0.6293644814585829
Oily,2,0,C_nestedCV,1.0,5.3,0.4760705018418427
Oily,2,0,C_nestedCV,2.0,5.3,0.4710361549625274
Oily,2,0,C_nestedCV,4.0,5.3,0.4710361549625274
Oily,2,0,D_attr_as_feature,0.25,15.9,0.5711601909662335
Oily,2,0,D_attr_as_feature,0.5,17.6,0.6154062275862391
Oily,2,0,D_attr_as_feature,1.0,10.1,0.6563033086078547
Oily,2,0,D_attr_as_feature,2.0,8.4,0.835780413693672
Oily,2,0,D_attr_as_feature,4.0,9.8,0.6772733739526908
Oily,2,1,rule,0.0,10.9,0.933745776545611
Oily,2,1,rule,0.15,7.8,0.9363792118010483
Oily,2,1,rule,0.3,6.3,0.933745776545611
Oily,2,1,rule,0.6,6.3,0.933745776545611
Oily,2,1,rule,1.0,5.3,0.9052116356304493
Oily,2,1,rule,1.5,4.7,0.8263333286520083
Oily,2,1,rule,2.5,4.1,0.7682269253321374
Oily,2,1,A_text_objective,0.5,12.0,1.0
Oily,2,1,A_text_objective,1.0,11.8,1.0
Oily,2,1,A_text_objective,2.0,11.6,0.9305687780632227
Oily,2,1,A_text_objective,5.0,11.2,1.0
Oily,2,1,A_text_objective,10.0,8.7,0.914856882358379
Oily,2,1,B_lambdamart,0.25,3.7,0.46392645631755625
Oily,2,1,B_lambdamart,0.5,9.9,0.7015099647232445
Oily,2,1,B_lambdamart,1.0,13.0,0.5548989126424904
Oily,2,1,B_lambdamart,2.0,5.6,0.7951657524814092
Oily,2,1,B_lambdamart,4.0,9.4,0.4671034547999446
Oily,2,1,C_nestedCV,0.1,3.8,0.7116179486056783
Oily,2,1,C_nestedCV,0.3,3.8,0.7084409501232899
Oily,2,1,C_nestedCV,0.5,3.8,0.7034066032439746
Oily,2,1,C_nestedCV,1.0,3.7,0.7007731679885374
Oily,2,1,C_nestedCV,2.0,7.7,0.9216017310213245
Oily,2,1,C_nestedCV,4.0,10.9,0.933745776545611
Oily,2,1,D_attr_as_feature,0.25,17.5,0.7133080652109928
Oily,2,1,D_attr_as_feature,0.5,19.6,0.8482378089219645
Oily,2,1,D_attr_as_feature,1.0,8.1,0.7600791051976192
Oily,2,1,D_attr_as_feature,2.0,7.1,0.6403089930936582
Oily,2,1,D_attr_as_feature,4.0,8.4,0.6235744328990731
Oily,2,2,rule,0.0,12.8,0.9305687780632227
Oily,2,2,rule,0.15,9.9,0.7788065869851872
Oily,2,2,rule,0.3,9.4,0.7416702490101529
Oily,2,2,rule,0.6,6.9,0.5582604437617527
Oily,2,2,rule,1.0,5.4,0.5836175861945261
Oily,2,2,rule,1.5,5.0,0.6528642754944295
Oily,2,2,rule,2.5,3.8,0.6402900881481708
Oily,2,2,A_text_objective,0.5,13.0,0.8643145546088338
Oily,2,2,A_text_objective,1.0,12.4,0.6311443278613471
Oily,2,2,A_text_objective,2.0,10.1,0.7222954974312067
Oily,2,2,A_text_objective,5.0,12.4,0.7538142945344393
Oily,2,2,A_text_objective,10.0,11.1,0.8899541168509599
Oily,2,2,B_lambdamart,0.25,3.7,0.5914640815742043
Oily,2,2,B_lambdamart,0.5,6.3,0.7849818707050383
Oily,2,2,B_lambdamart,1.0,12.4,0.7655934900767002
Oily,2,2,B_lambdamart,2.0,6.9,0.6468562235661908
Oily,2,2,B_lambdamart,4.0,13.4,0.505360344437199
Oily,2,2,C_nestedCV,0.1,3.4,0.5766692999492191
Oily,2,2,C_nestedCV,0.3,3.5,0.5766692999492191
Oily,2,2,C_nestedCV,0.5,3.5,0.5766692999492191
Oily,2,2,C_nestedCV,1.0,3.5,0.5766692999492191
Oily,2,2,C_nestedCV,2.0,3.5,0.5734923014668307
Oily,2,2,C_nestedCV,4.0,3.5,0.5617131059245698
Oily,2,2,D_attr_as_feature,0.25,11.3,0.6087994266167409
Oily,2,2,D_attr_as_feature,0.5,11.3,0.557597273824465
Oily,2,2,D_attr_as_feature,1.0,12.9,0.5036067026046991
Oily,2,2,D_attr_as_feature,2.0,7.0,0.4982506457922279
Oily,2,2,D_attr_as_feature,4.0,10.3,0.4228506620510153
Oily,3,0,rule,0.0,10.1,0.8572048559638626
Oily,3,0,rule,0.15,8.7,0.8454256604216017
Oily,3,0,rule,0.3,8.7,0.8454256604216017
Oily,3,0,rule,0.6,6.9,0.9052116356304493
Oily,3,0,rule,1.0,4.6,0.8268133666517739
Oily,3,0,rule,1.5,4.3,0.8268133666517739
Oily,3,0,rule,2.5,4.1,0.7411902110103872
Oily,3,0,A_text_objective,0.5,10.7,0.5730379245414764
Oily,3,0,A_text_objective,1.0,7.1,0.7453016244178956
Oily,3,0,A_text_objective,2.0,8.2,0.6772733739526908
Oily,3,0,A_text_objective,5.0,6.6,0.8263333286520083
Oily,3,0,A_text_objective,10.0,9.8,0.7655934900767002
Oily,3,0,B_lambdamart,0.25,4.7,0.6313419460517601
Oily,3,0,B_lambdamart,0.5,8.2,0.8165901947515998
Oily,3,0,B_lambdamart,1.0,11.1,0.7133080652109928
Oily,3,0,B_lambdamart,2.0,7.7,0.4858136357422511
Oily,3,0,B_lambdamart,4.0,9.3,0.6627919420317119
Oily,3,0,C_nestedCV,0.1,3.9,0.6555476069276601
Oily,3,0,C_nestedCV,0.3,4.2,0.6523706084452717
Oily,3,0,C_nestedCV,0.5,4.5,0.721801830382049
Oily,3,0,C_nestedCV,1.0,4.6,0.7385567757549499
Oily,3,0,C_nestedCV,2.0,6.2,0.8899541168509599
Oily,3,0,C_nestedCV,4.0,8.1,0.8899541168509599
Oily,3,0,D_attr_as_feature,0.25,13.4,0.685119869332369
Oily,3,0,D_attr_as_feature,0.5,12.9,0.780757472119152
Oily,3,0,D_attr_as_feature,1.0,9.0,0.9052116356304493
Oily,3,0,D_attr_as_feature,2.0,7.5,0.532877640254568
Oily,3,0,D_attr_as_feature,4.0,9.9,0.3940151963810134
Oily,3,1,rule,0.0,10.5,0.6816604510406281
Oily,3,1,rule,0.15,9.8,0.67269340399873
Oily,3,1,rule,0.3,7.3,0.5925846332364243
Oily,3,1,rule,0.6,6.5,0.587550286357109
Oily,3,1,rule,1.0,4.9,0.6659485553357843
Oily,3,1,rule,1.5,4.0,0.6243301345792677
Oily,3,1,rule,2.5,3.4,0.5658245193320781
Oily,3,1,A_text_objective,0.5,9.8,0.8611375561264455
Oily,3,1,A_text_objective,1.0,9.9,0.9363792118010483
Oily,3,1,A_text_objective,2.0,11.2,0.866947989864271
Oily,3,1,A_text_objective,5.0,11.5,0.6363762929310754
Oily,3,1,A_text_objective,10.0,10.9,0.8521705090845473
Oily,3,1,B_lambdamart,0.25,12.4,0.8236998933965709
Oily,3,1,B_lambdamart,0.5,8.8,0.6363762929310754
Oily,3,1,B_lambdamart,1.0,8.6,0.6809047493604335
Oily,3,1,B_lambdamart,2.0,3.5,0.5455017237786199
Oily,3,1,B_lambdamart,4.0,8.1,0.26873745552689515
Oily,3,1,C_nestedCV,0.1,3.3,0.5430029249822633
Oily,3,1,C_nestedCV,0.3,3.3,0.5430029249822633
Oily,3,1,C_nestedCV,0.5,3.5,0.5430029249822633
Oily,3,1,C_nestedCV,1.0,3.4,0.5430029249822633
Oily,3,1,C_nestedCV,2.0,5.4,0.5079937796926363
Oily,3,1,C_nestedCV,4.0,5.4,0.5079937796926363
Oily,3,1,D_attr_as_feature,0.25,11.6,0.5579780239524
Oily,3,1,D_attr_as_feature,0.5,11.6,0.45184593602045525
Oily,3,1,D_attr_as_feature,1.0,8.5,0.45795769451312096
Oily,3,1,D_attr_as_feature,2.0,6.8,0.30623864348395513
Oily,3,1,D_attr_as_feature,4.0,9.1,0.6652907408280685
Oily,3,2,rule,0.0,12.5,0.6154062275862391
Oily,3,2,rule,0.15,10.2,0.6090726157997783
Oily,3,2,rule,0.3,7.0,0.5266128295913879
Oily,3,2,rule,0.6,5.0,0.6235540477207573
Oily,3,2,rule,1.0,3.8,0.6929852696575346
Oily,3,2,rule,1.5,3.6,0.7381919257729244
Oily,3,2,rule,2.5,3.2,0.7381919257729244
Oily,3,2,A_text_objective,0.5,10.2,0.6281460426238843
Oily,3,2,A_text_objective,1.0,10.6,0.6163668470816234
Oily,3,2,A_text_objective,2.0,9.3,0.41388361500911724
Oily,3,2,A_text_objective,5.0,10.3,0.7695261902392829
Oily,3,2,A_text_objective,10.0,8.5,0.6569815082938862
Oily,3,2,B_lambdamart,0.25,6.3,0.7951657524814092
Oily,3,2,B_lambdamart,0.5,12.3,0.5727555047321238
Oily,3,2,B_lambdamart,1.0,14.1,0.7059054020403313
Oily,3,2,B_lambdamart,2.0,6.6,0.49545888247018083
Oily,3,2,B_lambdamart,4.0,8.3,0.4225749983705864
Oily,3,2,C_nestedCV,0.1,3.1,0.7479350596733328
Oily,3,2,C_nestedCV,0.3,3.1,0.7479350596733328
Oily,3,2,C_nestedCV,0.5,3.3,0.8115558478722845
Oily,3,2,C_nestedCV,1.0,3.3,0.8115558478722845
Oily,3,2,C_nestedCV,2.0,4.1,0.8389574121760602
Oily,3,2,C_nestedCV,4.0,11.3,0.8611375561264455
Oily,3,2,D_attr_as_feature,0.25,6.6,0.7753366239771086
Oily,3,2,D_attr_as_feature,0.5,14.6,0.8579809428223729
Oily,3,2,D_attr_as_feature,1.0,17.9,0.8389574121760602
Oily,3,2,D_attr_as_feature,2.0,6.3,0.2758471541718663
Oily,3,2,D_attr_as_feature,4.0,6.8,0.5302631099446181
Oily,4,0,rule,0.0,14.1,0.7015099647232445
Oily,4,0,rule,0.15,11.5,0.8236998933965709
Oily,4,0,rule,0.3,10.2,0.8236998933965709
Oily,4,0,rule,0.6,7.9,0.8165901947515998
Oily,4,0,rule,1.0,4.9,0.7385567757549499
Oily,4,0,rule,1.5,4.4,0.6267310462031457
Oily,4,0,rule,2.5,3.8,0.5446757407423163
Oily,4,0,A_text_objective,0.5,9.6,0.7827392871477701
Oily,4,0,A_text_objective,1.0,8.7,0.6156886473955917
Oily,4,0,A_text_objective,2.0,9.3,0.7510916729774054
Oily,4,0,A_text_objective,5.0,10.6,0.7529694065526481
Oily,4,0,A_text_objective,10.0,11.7,0.7381919257729244
Oily,4,0,B_lambdamart,0.25,5.5,0.6698623505528797
Oily,4,0,B_lambdamart,0.5,7.8,0.727329844310522
Oily,4,0,B_lambdamart,1.0,12.3,0.5551469705065497
Oily,4,0,B_lambdamart,2.0,8.0,0.4883491838252098
Oily,4,0,B_lambdamart,4.0,8.6,0.24261785528500343
Oily,4,0,C_nestedCV,0.1,3.8,0.5328965452000554
Oily,4,0,C_nestedCV,0.3,3.8,0.5357086937004182
Oily,4,0,C_nestedCV,0.5,3.9,0.6366587127404281
Oily,4,0,C_nestedCV,1.0,6.0,0.7084409501232899
Oily,4,0,C_nestedCV,2.0,6.8,0.7788065869851872
Oily,4,0,C_nestedCV,4.0,10.7,0.9363792118010483
Oily,4,0,D_attr_as_feature,0.25,11.6,0.5552448576790284
Oily,4,0,D_attr_as_feature,0.5,15.3,0.8263333286520083
Oily,4,0,D_attr_as_feature,1.0,12.8,0.9052116356304493
Oily,4,0,D_attr_as_feature,2.0,7.4,0.7695445648825839
Oily,4,0,D_attr_as_feature,4.0,7.7,0.7702043899253147
Oily,4,1,rule,0.0,14.8,0.7289299036703212
Oily,4,1,rule,0.15,10.5,0.8364586133797036
Oily,4,1,rule,0.3,8.5,0.8454256604216017
Oily,4,1,rule,0.6,6.1,0.7967610662472993
Oily,4,1,rule,1.0,4.9,0.933745776545611
Oily,4,1,rule,1.5,4.3,0.866947989864271
Oily,4,1,rule,2.5,3.8,0.9216017310213245
